"corte_publicacion","codigo_entidad","entidad","grupo_institucional","codigo_grupo_institucional","periodo_balance_resultados","periodo_indicadores","resultado_integral_acumulado_miles_pesos","otro_resultado_integral_acumulado_miles_pesos","resultado_neto_estimado_sin_ori_miles_pesos","intereses_por_prestamos_personales_miles_pesos","intereses_personales_pesos_cuenta_511107_miles_pesos","intereses_personales_moneda_extranjera_cuenta_515107_miles_pesos","ingresos_financieros_totales_miles_pesos","egresos_financieros_totales_miles_pesos","cargo_por_incobrabilidad_total_miles_pesos","ingresos_por_servicios_totales_miles_pesos","gastos_administracion_totales_miles_pesos","intereses_personales_sobre_ingresos_financieros_pct","prestamos_personales_miles_pesos","activo_total_miles_pesos","previsiones_miles_pesos","prestamos_personales_sobre_activo_pct","previsiones_sobre_prestamos_personales_pct","resultado_neto_sobre_activo_pct_no_anualizado","roe_pct","roa_pct","tasa_implicita_prestamos_totales_pct","margen_financiero_sobre_activo_pct","cargos_incobrabilidad_sobre_activo_pct","cartera_irregular_consumo_pct","unidad_balance","nota_comparabilidad"
"2025-12","330","NUEVO BANCO DE SANTA FE SOCIEDAD ANONIMA","Casa Central","AA121","Dic-2025","Dic-2025","11139147","5237684","5901463","264853129","264853129",,"982015318","611468447","61798530","172893667","319002991","26,970366","457557989","3790681769","-49393504","12,070599","-10,795026","0,155683","2,3","0,32","40,05","13,3","-1,79","4,27","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","331","BANCO CETELEM ARGENTINA S.A.","Casa Central no operativa","AA123","Dic-2025","Set-2025","-5723088",,"-5723088",,,,"1281817","133493",,,"4766880","0",,"6894845",,"0",,"-83,005318","-86,28","-79,54","28,08","17,56","0","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","332","BANCO DE SERVICIOS FINANCIEROS S.A.","Casa Central","AA123","Dic-2025","Set-2025","11563374",,"11563374",,,,"183354259","92396876","55644303","54127154","60049986","0","23210275","384817369","-44322125","6,031504","-190,959069","3,004899","22,54","3,37","60,06","30,02","-16,2","40,3","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","338","BANCO DE SERVICIOS Y TRANSACCIONES SAU","Casa Central no operativa","AA121","Dic-2025","Dic-2025","9856168",,"9856168","2044615","2044615",,"171029098","97666319","9598734","8928471","53002964","1,195478","3914827","590093153","-8761410","0,663425","-223,800694","1,670273","6,23","1,71","35,73","14,32","-1,67","3,66","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","339","RCI BANQUE S.A.","Casa Central","AA124","Dic-2025","Dic-2025","4766551",,"4766551",,,,"77219693","45997426","1523556","141130","7179922","0",,"463748885","-614442","0",,"1,02783","8,85","2,37","41,16","18,3","-0,76","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","340","BACS BANCO DE CREDITO Y SECURITIZACION S.A.","Casa Central","AA121","Dic-2025","Dic-2025","535763",,"535763",,,,"75498707","56443374","2011179","3081247","13439194","0","36507253","250752038","-1402713","14,559105","-3,842286","0,213662","1,31","0,17","40,07","9,03","-0,78","1,95","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","341","BANCO MASVENTAS S.A.","Casa Central","AA121","Dic-2025","Dic-2025","-3919082","57813","-3976895","1321360","1321360",,"7489227","4877097","782594","1845248","8108029","17,643476","1622357","33358563","-980781","4,86339","-60,45408","-11,921662","-44,76","-11,78","57,12","9,11","-2,35","19,65","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","384","UALA BANK S.A.U.","Casa Central no operativa","AA121","Dic-2025","Dic-2025","-96629336",,"-96629336","136692389","136692389",,"235988649","160294950","134590441","6309473","29945671","57,92329","225182972","619333156","-123607960","36,35894","-54,892232","-15,602158","-512,94","-16,18","58,85","15,01","-22,67","35,77","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","386","NUEVO BANCO DE ENTRE R�OS S.A.","Casa Central no operativa","AA121","Dic-2025","Dic-2025","40659981",,"40659981","124134762","124134762",,"486032365","220699037","22129275","94248481","168163248","25,540431","221019049","1743343216","-21552207","12,677885","-9,751289","2,332299","10","2,39","43,73","18,06","-1,3","3,73","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","389","BANCO COLUMBIA S.A.","Casa Matriz","AA121","Dic-2025","Dic-2025","-59640868",,"-59640868",,,,"212767094","161928680","35763424","30023694","93892787","0","118582763","677621279","-32457442","17,499858","-27,37113","-8,801505","-76,57","-10,91","72,78","11,66","-6,54","20,18","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","426","BANCO BICA S.A.","Casa Central no operativa","AA121","Dic-2025","Dic-2025","2536809",,"2536809","12353983","12353983",,"75055064","42493261","2698662","10256206","23681821","16,459893","18833931","253617371","-2289199","7,42612","-12,154653","1,00025","5,49","1,16","47,66","17,89","-1,26","4,73","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","431","BANCO COINAG S.A.","Casa Central","AA121","Dic-2025","Dic-2025","-1144665",,"-1144665","7010800","7010800",,"79822564","44027946","2613954","14692284","33433901","8,78298","11522852","386050746","-3051598","2,984802","-26,48301","-0,296506","-2,45","-0,36","43,67","13,42","-0,83","5,49","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","432","BANCO DE COMERCIO S.A.","Casa Central","AA121","Dic-2025","Dic-2025","6232537",,"6232537","2665635","2665635",,"40124816","13531877","1234786","4249760","14714604","6,643358","8217680","152632312","-1378154","5,383971","-16,770597","4,083367","18,08","4,88","44,06","22,99","-0,97","4,94","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","435","BANCO SUCREDITO REGIONAL S.A.U.","Casa Matriz","AA121","Dic-2025","Dic-2025","-2538952",,"-2538952","525084","525084",,"3825195","582876","1570511","230126","4462848","13,726986","675401","9404624","-586120","7,181584","-86,781038","-26,996848","-33,4","-25,77","62,7","36,38","-15,94","16,28","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","448","BANCO DINO S.A.","Casa Central","AA121","Dic-2025","Dic-2025","926229",,"926229","926400","926400",,"19105007","8126044","1039567","2586736","5110974","4,848991","1525059","62242608","-980328","2,450185","-64,281316","1,488095","6,46","1,8","39,15","18,65","-1,67","4,46","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","44077","COMPA�IA FINANCIERA ARGENTINA S.A.","Casa Central no operativa","AA210","Dic-2025","Dic-2025","-8032123","0","-8032123",,,,"87125039","37500697","26494354","5406241","42720941","0","64879336","129978548","-24865699","49,915418","-38,326069","-6,179576","-48,48","-5,75","107,91","39,43","-18,96","33,26","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","44088","VOLKSWAGEN FINANCIAL SERVICES COMPA�IA FINANCIERA S.A.","Casa Central","AA220","Dic-2025","Set-2025","12459478",,"12459478",,,,"202790018","149166567","2941276","10923924","15975021","0",,"560772538","-2882024","0",,"2,221842","15,14","2,71","44,1","15,69","-0,64","0,98","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","44092","FCA COMPA�IA FINANCIERA S.A.","Casa Central","AA220","Dic-2025","Set-2025","15925568","-86979","16012547",,,,"93299569","93781381","3280069","62252858","14587363","0",,"371570986","-3835979","0",,"4,309418","37,17","4,76","33,87","2,26","-0,98","2,66","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","44093","GPAT COMPA�IA FINANCIERA S.A.U.","Casa Central no operativa","AA220","Dic-2025","Set-2025","2001355",,"2001355","2338536","2338536",,"86913190","66497241","9953010","10820343","7462389","2,690657","4543874","275393219","-7293200","1,649959","-160,506211","0,726726","5,92","0,95","45,87","13,28","-4,75","3,87","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","44094","MERCEDES-BENZ COMPA��A FINANCIERA ARGENTINA S.A.","Casa Central no operativa","AA220","Dic-2025","Dic-2025","5428660",,"5428660",,,,"66902943","43024193","2010684","1777028","10205591","0",,"165987976","-845983","0",,"3,270514","19,21","3,73","54,14","20,25","-1,38","4,64","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","44095","ROMBO COMPA��A FINANCIERA S.A.","Casa Central","AA220","Dic-2025","Set-2025","22049686",,"22049686","1983835","1983835",,"167185470","92802557","4627134",,"12860154","1,186607","16253265","328725029","-4495440","4,944334","-27,658689","6,707638","46,98","8,56","52,29","34,25","-1,8","1,17","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","44096","JOHN DEERE CREDIT COMPA��A FINANCIERA S.A.","Casa Central","AA220","Dic-2025","Set-2025","9392000",,"9392000",,,,"68945908","38691502","9936637","9540415","12440443","0",,"839763388","-7552084","0",,"1,11841","18,35","1,32","12,4","5,42","-1,57","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","44098","PSA FINANCE ARGENTINA COMPA��A FINANCIERA S.A.","Casa Central","AA220","Dic-2025","Set-2025","22719270","0","22719270","1794078","1794078",,"172324983","110685589","5274200","2493400","10223856","1,041102","18070980","356431344","-5199256","5,069975","-28,771301","6,374094","48,02","7,41","49,59","24,89","-1,72","1,78","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","44099","TOYOTA COMPA��A FINANCIERA DE ARGENTINA S.A.","Casa Central","AA220","Dic-2025","Dic-2025","4566936",,"4566936",,,,"85538150","57187865","439346","8079830","16146532","0",,"210440497","-335540","0",,"2,170179","10,86","2,54","51,65","19,87","-0,24","1,47","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","45030","NARANJA DIGITAL COMPA��A FINANCIERA S.A.U.","Casa Central no operativa","AA210","Dic-2025","Dic-2025","100794119","0","100794119","738766501","738766501",,"1169938556","622638180","246566529","31401588","65184775","63,145752","891301572","2951374191","-130183217","30,199545","-14,605967","3,415159","52,24","4,22","85,92","26,09","-10,33","10,5","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","45056","MONTEMAR COMPA�IA FINANCIERA S.A.","Casa Matriz","AA210","Dic-2025","Dic-2025","1131314","151396","979918",,,,"32900965","21302989","6818666","9202099","15518367","0","25526194","96756443","-7967874","26,381906","-31,214501","1,012768","9,81","1,44","57,39","18,56","-8,76","26,32","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","45072","REBA COMPA�IA FINANCIERA S.A.","Casa Central","AA210","Dic-2025","Dic-2025","-800119","107660","-907779","4588475","4588475",,"43303945","22208062","3525883","5845704","23694130","10,595975","8833720","102736014","-3309664","8,598465","-37,466254","-0,883603","-12,19","-0,75","53,32","22,37","-3,31","23,96","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-12","65203","CR�DITO REGIONAL COMPA��A FINANCIERA S.A.U.","Casa Matriz","AA210","Dic-2025","Dic-2025","-5381727","-11937","-5369790","3341656","3341656",,"3852996","1515060","1405134","205547","5840433","86,728769","3776295","8632004","-1341879","43,747605","-35,534274","-62,207918","-123,84","-60,49","91,09","29,19","-15,79","33,84","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","7","BANCO DE GALICIA Y BUENOS AIRES S.A.","Casa Matriz","AA121","May-2026","Mar-2026","210012451","53897191","156115260","408863415","408863415",,"3607773794","1476751937","943417580","613840725","753215210","11,332845","2203672714","37907872548","-1701328373","5,813232","-77,204222","0,411828","-0,27","-0,05","31,94","13,7","-6,15","17,42","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","11","BANCO DE LA NACION ARGENTINA","Casa Matriz","AA110","May-2026","Mar-2026","398207765","-33197051","431404816","724885324","724885324",,"8024101162","3007170770","1256534475","425607100","1018390036","9,033851","4204598321","78127659960","-2072350749","5,381703","-49,287722","0,552179","5,96","1,81","35,2","14,57","-2,91","8,53","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","14","BANCO DE LA PROVINCIA DE BUENOS AIRES","Casa Central","AA110","May-2026","Mar-2026","130859319","-5991515","136850834","585902299","585902299",,"2415920870","876710201","349104974","368269691","848734153","24,251717","2097727548","22192913595","-825697732","9,45224","-39,361534","0,616642","1,84","0,38","42,24","14,67","-3,48","16,13","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","15","INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.","Casa Central no operativa","AA123","May-2026","Mar-2026","87215246","73797145","13418101","47425253","47425253",,"1339463001","623262863","255118233","126121421","372982995","3,540617","208528506","13837931244","-247728719","1,506934","-118,798491","0,096966","6,69","1,18","26,24","12,84","-4,19","11,63","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","16","CITIBANK N.A.","Casa Central","AA124","May-2026","Mar-2026","96627278","1060181","95567097",,,,"634276582","33730770","2449845","70807011","218932297","0",,"6216328506","-66134216","0",,"1,537356","6,54","2,56","33,45","22,91","-0,24","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","17","BANCO BBVA ARGENTINA S.A.","Casa Matriz","AA123","May-2026","Mar-2026","212220205","54713478","157506727","323799186","323799186",,"2498409465","1210805509","450960551","444325545","638571557","12,960213","1429727912","25658297424","-816585023","5,572185","-57,114715","0,613863","9,04","1,35","31,57","12,75","-4,09","14,21","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","20","BANCO DE LA PROVINCIA DE CORDOBA S.A.","Casa Matriz","AA110","May-2026","Mar-2026","50938374",,"50938374","133751861","133751861",,"871866430","423614791","140743974","131252264","246381066","15,340866","665571491","6796241944","-234990253","9,793228","-35,306538","0,749508","-4,17","-0,57","49,54","12,5","-3,99","11,33","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","27","BANCO SUPERVIELLE S.A.","Casa Matriz","AA121","May-2026","Mar-2026","-32136030","3689443","-35825473","121172831","121172831",,"852851764","472748189","117328395","91623401","312785858","14,207959","464690485","7090894622","-247704167","6,553341","-53,305195","-0,505232","-17,16","-1,92","37,95","11,21","-4,16","8,2","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","29","BANCO DE LA CIUDAD DE BUENOS AIRES","Casa Matriz","AA110","May-2026","Mar-2026","43347985","18061","43329924","102102523","102102523",,"879893672","315458222","51858853","58172945","181138656","11,603962","460292945","9235218595","-116450773","4,984104","-25,299274","0,469181","5,63","1,28","34,65","15,53","-1,03","6,46","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","34","BANCO PATAGONIA S.A.","Casa Central","AA123","May-2026","Mar-2026","73189293","7966688","65222605","101443787","101443787",,"1047051256","495142836","64294606","94957213","215003575","9,688522","352364165","9458694624","-111025001","3,725294","-31,508596","0,689552","6,65","1,31","37,19","13,52","-1,41","10,57","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","44","BANCO HIPOTECARIO S.A.","Casa Matriz","AA121","May-2026","Mar-2026","1384866",,"1384866","25977976","25977976",,"372685794","192552550","69844848","46766237","117602196","6,970477","97929445","3521340700","-112330300","2,781027","-114,705337","0,039328","1,2","0,21","34,59","10,97","-3,9","15,42","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","45","BANCO DE SAN JUAN S.A.","Casa Matriz","AA121","May-2026","Mar-2026","7955246",,"7955246","34448285","34448285",,"165014841","74246107","19910798","13447962","51072632","20,875871","106311835","1424574659","-27479484","7,462707","-25,848001","0,55843","6,18","1,24","47,02","16,63","-2,52","9,81","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","65","BANCO MUNICIPAL DE ROSARIO","Casa Central","AA110","May-2026","Mar-2026","-1181265",,"-1181265","30354517","30354517",,"74712005","30644189","4046920","11648958","30942512","40,628701","120022117","590029486","-9472750","20,341715","-7,892504","-0,200204","-3,25","-0,77","49,89","20,15","-1,57","5,78","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","72","BANCO SANTANDER ARGENTINA S.A.","Casa Central","AA123","May-2026","Mar-2026","177304970","5302732","172002238","252395285","252395285",,"2698834563","997278102","820639108","658322425","664509247","9,35201","1043072524","27996935738","-1336368972","3,725667","-128,11851","0,614361","9,91","1,88","33,8","15,65","-5,3","18,01","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","83","BANCO DEL CHUBUT S.A.","Casa Central no operativa","AA110","May-2026","Mar-2026","1649142",,"1649142",,,,"135382654","39216647","28449278","12148961","48559178","0","149266038","1172777226","-32432117","12,72757","-21,727727","0,140619","-0,69","-0,21","43,97","22,47","-5,57","8,44","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","86","BANCO DE SANTA CRUZ S.A.","Casa Central","AA121","May-2026","Mar-2026","11119956",,"11119956","53905494","53905494",,"117126664","47382480","18369571","11993136","34030281","46,023247","190945266","714625606","-25779025","26,719623","-13,500741","1,556053","19,11","3,28","56,61","23,06","-4,67","8,91","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","93","BANCO DE LA PAMPA SA","Casa Central","AA110","May-2026","Mar-2026","2214899",,"2214899","31178519","31178519",,"189812451","62398607","29434220","38193945","58725297","16,425961","142860910","1652656110","-40715218","8,644322","-28,499901","0,134021","1,38","0,4","43,35","19,19","-3,15","9,24","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","94","BANCO DE CORRIENTES S.A.","Casa Matriz","AA110","May-2026","Mar-2026","-5419487",,"-5419487","35512628","35512628",,"122731598","37672416","22923505","35728940","55015437","28,935196","108615566","1056324822","-47092241","10,282402","-43,356807","-0,513051","-6,62","-1,95","43,02","17,41","-3,66","10,07","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","97","BANCO PROVINCIA DEL NEUQU�N SOCIEDAD AN�NIMA","Casa Matriz","AA110","May-2026","Mar-2026","31910900",,"31910900","98774807","98774807",,"293081920","35480115","67135360","24534126","84423996","33,702115","356527301","2162324192","-66157445","16,488152","-18,556067","1,475769","14,98","4,94","50,57","27,65","-3,23","12,1","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","131","BANK OF CHINA LIMITED SUCURSAL BUENOS AIRES","Casa Central no operativa","AA124","May-2026","Mar-2026","-2867443",,"-2867443",,,,"5045638","2464485",,"23203","3478287","0",,"67366963",,"0",,"-4,256453","18","4,29","37,64","8,58","0","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","143","BRUBANK S.A.U.","Casa Central no operativa","AA121","May-2026","Mar-2026","2884005",,"2884005","12894488","12894488",,"37774418","8719932","9944711","9703340","16330021","34,135504","55529403","343955696","-13503154","16,144348","-24,317124","0,838482","29,94","2,44","48,16","22,07","-5,53","22,58","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","147","BIBANK S.A.","Casa Central","AA121","May-2026","Mar-2026","-2970267","0","-2970267","1078","1078",,"16245726","9415498","809179","309301","9431498","0,006636","6238","201270602","-1843787","0,003099","-29557,342097","-1,475758","-13,3","-2,29","46,73","8,13","-0,73","6,95","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","165","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION (SUCURSAL BUENOS A","Casa Central","AA124","May-2026","Mar-2026","18772552",,"18772552",,,,"120329667","13132514","5165","19400653","31990265","0",,"955653270","-4935","0",,"1,964369","12,94","6,69","44,48","28","0","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","191","BANCO CREDICOOP COOPERATIVO LIMITADO","Casa Central no operativa","AA121","May-2026","Mar-2026","107662630","38658613","69004017","40583846","40583846",,"1196245429","446482868","56461777","145874514","351276760","3,392602","180208048","10111817339","-125733539","1,782153","-69,771323","0,68241","-5,14","-1,76","34,77","12,59","-1,03","10,91","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","198","BANCO DE VALORES S.A.","Casa Central","AA121","May-2026","Mar-2026","30876095","-580644","31456739",,,,"203448916","101708251","2006948","15208597","27863981","0",,"2644732157","-7961152","0",,"1,189411","17,52","2,74","29,7","9,51","-0,31","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","247","BANCO ROELA S.A.","Casa Central no operativa","AA121","May-2026","Mar-2026","7355262",,"7355262","1240","1240",,"28823542","3603472","1220837","12069351","9211439","0,004302","7188","220511215","-1170575","0,00326","-16285,127991","3,33555","18,94","8,71","54,43","29,26","-0,79","2,39","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","254","BANCO MARIVA S.A.","Casa Central","AA121","May-2026","Mar-2026","20869052",,"20869052",,,,"86596031","38035877","1208850","3538224","20531509","0","7755","1013372989","-1675940","0,000765","-21611,08962","2,059365","11,22","2,32","33,58","7,37","-0,16","5,39","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","266","BNP PARIBAS","Casa Central","AA124","May-2026","Mar-2026","-4582535","57052","-4639587",,,,"26489080","6117746","12917","2895757","15576358","0",,"229216571","-4080","0",,"-2,024106","3,41","1,69","45,41","28,85","-0,01","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","268","BANCO PROVINCIA DE TIERRA DEL FUEGO","Casa Central no operativa","AA110","May-2026","Mar-2026","4035250","-1880428","5915678","19021908","19021908",,"59334311","10184690","7263278","8563662","25431048","32,058867","67392223","447188411","-14422602","15,070208","-21,400989","1,32286","0,25","0,12","50,05","22,82","-3,46","8,95","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2026-05","269","BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY","Casa Matriz","AA124","May-2026","Mar-2026","-2182419",,"-2182419","7140","7140",,"683107","19639","2278","129108","1941099","1,045224","26782","12761511","-3266","0,209865","-12,194758","-17,101572","-66,16","-39,97","22,29","12,28","-0,04","2,74","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
