"corte_publicacion","codigo_entidad","entidad","grupo_institucional","codigo_grupo_institucional","periodo_balance_resultados","periodo_indicadores","resultado_integral_acumulado_miles_pesos","otro_resultado_integral_acumulado_miles_pesos","resultado_neto_estimado_sin_ori_miles_pesos","intereses_por_prestamos_personales_miles_pesos","intereses_personales_pesos_cuenta_511107_miles_pesos","intereses_personales_moneda_extranjera_cuenta_515107_miles_pesos","ingresos_financieros_totales_miles_pesos","egresos_financieros_totales_miles_pesos","cargo_por_incobrabilidad_total_miles_pesos","ingresos_por_servicios_totales_miles_pesos","gastos_administracion_totales_miles_pesos","intereses_personales_sobre_ingresos_financieros_pct","prestamos_personales_miles_pesos","activo_total_miles_pesos","previsiones_miles_pesos","prestamos_personales_sobre_activo_pct","previsiones_sobre_prestamos_personales_pct","resultado_neto_sobre_activo_pct_no_anualizado","roe_pct","roa_pct","tasa_implicita_prestamos_totales_pct","margen_financiero_sobre_activo_pct","cargos_incobrabilidad_sobre_activo_pct","cartera_irregular_consumo_pct","unidad_balance","nota_comparabilidad"
"2024-12","332","BANCO DE SERVICIOS FINANCIEROS S.A.","Casa Central","AA123","Dic-2024","Set-2024","-4746852",,"-4746852",,,,"72480425","32347296","16686499","36670734","40260233","0","5768244","197206920","-12655197","2,92497","-219,394273","-2,407041","-20,16","-3,41","61,29","32,36","-12,22","12,32","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","338","BANCO DE SERVICIOS Y TRANSACCIONES S.A.","Casa Central no operativa","AA121","Dic-2024","Dic-2024","66985988",,"66985988","519193","519193",,"277338066","64025074","1861991","13700556","45945658","0,187206","718765","437889775","-2099774","0,164143","-292,136373","15,297454","59,31","15,95","50,09","53,24","-0,44","0,06","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","339","RCI BANQUE S.A.","Casa Central","AA124","Dic-2024","Dic-2024","-9865793",,"-9865793",,,,"51864122","22274998","293816","109184","6101554","0",,"183271735","-189111","0",,"-5,38315","-23,27","-9,99","62,79","34,18","-0,3","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","340","BACS BANCO DE CREDITO Y SECURITIZACION S.A.","Casa Central","AA121","Dic-2024","Dic-2024","5623513",,"5623513",,,,"112933358","82248972","660076","1994372","14285217","0","10211263","170799939","-542752","5,978493","-5,315229","3,292456","23,18","3,02","49,1","20,09","-0,35","0,3","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","341","BANCO MASVENTAS S.A.","Casa Central","AA121","Dic-2024","Dic-2024","-3255150","31686","-3286836","1876873","1876873",,"7428528","4924264","251321","1529501","6578929","25,265746","1174397","28897076","-285799","4,064069","-24,335808","-11,374286","-42,68","-10,68","84,37","9,23","-0,82","15,39","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","384","WILOBANK S.A.U.","Casa Central no operativa","AA121","Dic-2024","Dic-2024","4017283",,"4017283","11777699","11777699",,"70050199","45172257","1515172","4363666","12890643","16,813227","67385548","353773712","-1300483","19,047641","-1,929914","1,135552","36,54","2,49","60,55","16,85","-0,94","0,6","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","386","NUEVO BANCO DE ENTRE R�OS S.A.","Casa Central no operativa","AA121","Dic-2024","Dic-2024","32142519",,"32142519","48283395","48283395",,"535556714","227048825","6500783","62871357","131347969","9,015552","97950566","1266253894","-5772871","7,73546","-5,893658","2,538394","8,81","2,56","52,66","27,44","-0,52","0,98","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","389","BANCO COLUMBIA S.A.","Casa Matriz","AA121","Dic-2024","Dic-2024","45623124",,"45623124",,,,"159378364","129888371","9967826","28807645","83431349","0","69174071","450293756","-8232912","15,361988","-11,901731","10,131858","59,42","12,99","101,24","10,12","-2,83","9,07","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","426","BANCO BICA S.A.","Casa Central no operativa","AA121","Dic-2024","Dic-2024","5438223",,"5438223","5809521","5809521",,"71842910","31537364","851958","6600508","18028167","8,086422","9131840","136358581","-633493","6,696931","-6,937189","3,988178","16,69","4,32","64,95","34,81","-0,68","1,51","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","431","BANCO COINAG S.A.","Casa Central","AA121","Dic-2024","Dic-2024","5031754",,"5031754","2632855","2632855",,"80392640","32480574","1295747","7526018","27691109","3,274995","5331233","192051465","-1085449","2,77594","-20,360187","2,620003","14,11","3,29","57,92","34,85","-0,85","1,4","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","432","BANCO DE COMERCIO S.A.","Casa Central","AA121","Dic-2024","Dic-2024","1451818",,"1451818","1334968","1334968",,"35055934","8799188","322876","2666870","9742424","3,808108","2115341","106016177","-346921","1,9953","-16,40024","1,369431","5,95","1,83","63,7","35,18","-0,41","3,04","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","435","BANCO SUCREDITO REGIONAL S.A.U.","Casa Matriz","AA121","Dic-2024","Dic-2024","-1451924",,"-1451924","153335","153335",,"5025603","416440","417560","826499","3372940","3,051077","334385","14606305","-388908","2,28932","-116,305456","-9,940392","-28,54","-16,01","89,19","53,75","-4,6","6,44","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","448","BANCO DINO S.A.","Casa Central","AA121","Dic-2024","Dic-2024","-7537500",,"-7537500","372334","372334",,"32125744","24727756","135845","1719854","4169962","1,15899","593039","56847495","-158611","1,04321","-26,745459","-13,259159","-58,35","-14,41","51,56","15,32","-0,26","1,17","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","44077","COMPA�IA FINANCIERA ARGENTINA S.A.","Casa Central no operativa","AA210","Dic-2024","Dic-2024","-8842962","-3897021","-4945941",,,,"56222888","27183883","4929699","4183221","31563344","0","38403473","94500267","-4624774","40,638481","-12,042593","-5,233785","-46,93","-10,38","122,85","38,3","-5,78","12,72","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","44088","VOLKSWAGEN FINANCIAL SERVICES COMPA�IA FINANCIERA S.A.","Casa Central","AA220","Dic-2024","Set-2024","8343623",,"8343623",,,,"119050751","59607767","2505027","4465790","11332485","0",,"261564794","-449024","0",,"3,189888","15,62","4,7","69,11","39,73","-1,41","0,2","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","44092","FCA COMPA�IA FINANCIERA S.A.","Casa Central","AA220","Dic-2024","Set-2024","5218121",,"5218121",,,,"64118110","41149373","3741582","13520551","8208786","0",,"169481057","-1571546","0",,"3,078882","21,9","4,12","88,86","22,16","-2,95","1,39","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","44093","GPAT COMPA�IA FINANCIERA S.A.U.","Casa Central no operativa","AA220","Dic-2024","Set-2024","-1056836",,"-1056836","495242","495242",,"29775348","10568792","1204980","3605398","4557453","1,663262","303887","77650177","-918798","0,391354","-302,34857","-1,361022","-4,52","-2,04","64,24","41,79","-2,32","1,1","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","44094","MERCEDES-BENZ COMPA��A FINANCIERA ARGENTINA S.A.","Casa Central no operativa","AA220","Dic-2024","Dic-2024","-783201",,"-783201",,,,"48785647","33593306","896701","1389927","7890752","0",,"79483644","-476422","0",,"-0,985361","-4,5","-1,01","73,31","24,99","-1,15","0,1","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","44095","ROMBO COMPA��A FINANCIERA S.A.","Casa Central","AA220","Dic-2024","Set-2024","9141214",,"9141214",,,,"74956340","36638123","1519451",,"8392449","0","5517035","94219825","-605433","5,855493","-10,973884","9,702007","45,69","12,53","83,41","61,05","-2,08","0,32","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","44096","JOHN DEERE CREDIT COMPA��A FINANCIERA S.A.","Casa Central","AA220","Dic-2024","Set-2024","1079167",,"1079167",,,,"44056209","25989743","1368543","6407330","7931100","0",,"327446064","-4276043","0",,"0,329571","4,1","0,34","16,27","7,03","-0,43","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","44098","PSA FINANCE ARGENTINA COMPA��A FINANCIERA S.A.","Casa Central","AA220","Dic-2024","Set-2024","-2068154","-2940771","872617",,,,"82710788","56916552","1893870","2202375","6369949","0","22200909","151119864","-524825","14,690927","-2,36398","0,577434","-8,04","-1,85","71,78","28,82","-1,69","0,27","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","44099","TOYOTA COMPA��A FINANCIERA DE ARGENTINA S.A.","Casa Central","AA220","Dic-2024","Dic-2024","-4692780",,"-4692780",,,,"39056195","20049567","218433","4726918","11827652","0",,"106989838","-141743","0",,"-4,386192","-16,43","-6,63","66,05","31,69","-0,31","0,3","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","45030","NARANJA DIGITAL COMPA��A FINANCIERA S.A.U.","Casa Central no operativa","AA210","Dic-2024","Dic-2024","51189268","-1030137","52219405","332757535","332757535",,"535821921","288413070","94554760","14038510","46780148","62,102262","449671541","1615070349","-46374146","27,842226","-10,312893","3,233259","82,54","6,41","116,07","35,21","-11,84","7,76","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","45056","MONTEMAR COMPA�IA FINANCIERA S.A.","Casa Matriz","AA210","Dic-2024","Dic-2024","-528571","9739","-538310",,,,"15484403","11247780","1675366","5062737","9793327","0","10501797","42099354","-2105779","24,945269","-20,051606","-1,278666","-7,69","-1,57","72,72","16,21","-4,96","18,03","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","45072","REBA COMPA�IA FINANCIERA S.A.","Casa Central","AA210","Dic-2024","Dic-2024","-2624197",,"-2624197","173168","173168",,"28409402","14093240","698508","5586170","19743061","0,609545","620095","76373785","-496565","0,811921","-80,078859","-3,435992","-42,9","-3,86","66,35","24,15","-1,03","6,44","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2024-12","65203","CR�DITO REGIONAL COMPA��A FINANCIERA S.A.U.","Casa Matriz","AA210","Dic-2024","Dic-2024","-2828142","-635209","-2192933","2249439","2249439",,"6160170","3409932","924835","141927","3973819","36,515859","2443818","8779502","-758585","27,835497","-31,040978","-24,977875","-85,18","-33,98","92,47","35,62","-11,11","29,45","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","7","BANCO DE GALICIA Y BUENOS AIRES S.A.","Casa Matriz","AA121","Jun-2025","Jun-2025","67973454","-60473059","128446513","512096486","512096486",,"3277866434","1397873570","595465936","585462792","861823663","15,62286","1781306724","30157714417","-786349267","5,906637","-44,144518","0,425916","16,87","3,34","35,09","15,76","-3,71","8,83","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","11","BANCO DE LA NACION ARGENTINA","Casa Matriz","AA110","Jun-2025","Jun-2025","310625120","-103251206","413876326","498186684","498186684",,"7198969277","3351378130","386629486","308082324","1108966102","6,92025","2538750518","57184367913","-604354673","4,439588","-23,805201","0,723758","3,52","1,13","38,32","17,66","-0,91","2,89","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","14","BANCO DE LA PROVINCIA DE BUENOS AIRES","Casa Central","AA110","Jun-2025","Jun-2025","104975378","3620228","101355150","557490448","557490448",,"1991806307","833962640","161554369","302205391","771589702","27,98919","1881068904","17031994130","-267525987","11,044326","-14,22202","0,595087","-4,83","-1,05","40,79","13,95","-1,23","4,93","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","15","INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA) S.A.U.","Casa Central no operativa","AA123","Jun-2025","Jun-2025","-15394144","-68135987","52741843","52893164","52893164",,"1044340686","419900166","152895266","119710274","328884027","5,064742","206033400","9373529483","-167590936","2,198034","-81,341635","0,562668","-5,08","-1,15","28,34","15,92","-2,71","5,51","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","16","CITIBANK N.A.","Casa Central","AA124","Jun-2025","Jun-2025","46526039","-254432","46780471",,,,"494170338","23708557",,"71453160","171534794","0",,"4844867872","-54262085","0",,"0,965568","10,5","4,3","36,8","22,92","-0,5","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","17","BANCO BBVA ARGENTINA S.A.","Casa Matriz","AA123","Jun-2025","Jun-2025","13778808","-124724970","138503778","317001165","317001165",,"2152411217","1040491597","242939948","367941189","606074064","14,727723","1202958164","18876775741","-320885277","6,372689","-26,674683","0,733726","2,99","0,53","31,68","15,47","-2,33","5,5","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","20","BANCO DE LA PROVINCIA DE CORDOBA S.A.","Casa Matriz","AA110","Jun-2025","Jun-2025","865970",,"865970","115979456","115979456",,"675112841","437114325","55334155","97511135","228634244","17,17927","558914488","5216076714","-70264097","10,715228","-12,571529","0,016602","7,63","1,18","52,19","13,11","-1,39","3,56","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","27","BANCO SUPERVIELLE S.A.","Casa Matriz","AA121","Jun-2025","Jun-2025","-12207118","-8466920","-3740198","127326862","127326862",,"704413093","374074566","78155006","89712031","243838011","18,075596","432842762","5740350785","-107464617","7,540354","-24,827634","-0,065156","0,39","0,06","40,56","15,11","-2,18","3,24","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","29","BANCO DE LA CIUDAD DE BUENOS AIRES","Casa Matriz","AA110","Jun-2025","Jun-2025","60248457","0","60248457","75890054","75890054",,"904106477","385172400","34639191","50916058","177238188","8,393929","305920386","7772952300","-66618524","3,935704","-21,776425","0,775104","7,2","1,75","42,72","16,79","-0,6","3,32","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","34","BANCO PATAGONIA S.A.","Casa Central","AA123","Jun-2025","Jun-2025","29654860","-40032310","69687170","90124366","90124366",,"942356605","474463405","29219029","95303482","190652651","9,563722","305545826","6831344510","-41732599","4,472704","-13,658376","1,020109","6,02","1,38","36,9","16,31","-0,7","3,66","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","44","BANCO HIPOTECARIO S.A.","Casa Matriz","AA121","Jun-2025","Jun-2025","21345351",,"21345351","35828652","35828652",,"383714047","276904033","19497351","43398291","73740583","9,337331","113041263","3290260715","-31659325","3,435632","-28,006875","0,648743","13,61","2,37","39,28","13,82","-0,98","4,51","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","45","BANCO DE SAN JUAN S.A.","Casa Matriz","AA121","Jun-2025","Jun-2025","2997408",,"2997408","23319479","23319479",,"128737226","69834022","5936934","12691899","46487648","18,114014","80626220","1047401256","-6486921","7,697739","-8,045672","0,286176","-0,84","-0,19","42,35","14,61","-0,81","3,12","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","65","BANCO MUNICIPAL DE ROSARIO","Casa Central","AA110","Jun-2025","Jun-2025","4691744",,"4691744","23061911","23061911",,"63378601","21010278","935674","10687705","27075971","36,387536","70702965","403233975","-2894231","17,53398","-4,093507","1,163529","10,52","2,65","54,36","24,63","-0,66","3,29","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","72","BANCO SANTANDER ARGENTINA S.A.","Casa Central","AA123","Jun-2025","Jun-2025","374537909","-3744892","378282801","281830910","281830910",,"2509668284","1085257348","234904294","618289376","665056595","11,229807","1393425046","22602115457","-451005814","6,16502","-32,366708","1,673661","14,8","2,76","34,04","15,62","-2,38","5,14","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","83","BANCO DEL CHUBUT S.A.","Casa Central no operativa","AA110","Jun-2025","Jun-2025","1201585",,"1201585",,,,"121123201","40692261","9630142","12049763","46878748","0","115401677","875374093","-13631221","13,183127","-11,811978","0,137265","8,91","2,58","40,79","23,46","-1,74","1,79","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","86","BANCO DE SANTA CRUZ S.A.","Casa Central","AA121","Jun-2025","Jun-2025","7522270",,"7522270","33641768","33641768",,"77713247","33672764","3569104","10630148","31021709","43,289618","122366092","605103420","-5190726","20,222343","-4,241964","1,243138","12,56","2,36","49,55","20,34","-1,16","1,68","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","93","BANCO DE LA PAMPA SOCIEDAD DE ECONOM�A MIXTA","Casa Central","AA110","Jun-2025","Jun-2025","712669",,"712669","26193666","26193666",,"192271768","77875133","11558389","30302139","57258652","13,623251","124195919","1403920024","-16866822","8,846367","-13,580818","0,050763","3,43","0,97","40,5","20,86","-1,46","3,36","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","94","BANCO DE CORRIENTES S.A.","Casa Matriz","AA110","Jun-2025","Jun-2025","-14171649",,"-14171649","30080530","30080530",,"113138398","47599432","10057336","32511139","52955347","26,587375","88350003","909170157","-14645437","9,717653","-16,576612","-1,558746","4,39","1,38","41,07","21,28","-1,45","3,36","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","97","BANCO PROVINCIA DEL NEUQU�N SOCIEDAD AN�NIMA","Casa Matriz","AA110","Jun-2025","Jun-2025","43493109",,"43493109",,,,"277411244","59391153","13740893","24608012","79905586","0","222655027","1691442523","-17546515","13,163618","-7,880583","2,571362","22,94","6,33","54,27","27,12","-1,14","4,47","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","131","BANK OF CHINA LIMITED SUCURSAL BUENOS AIRES","","AA124","Jun-2025","Jun-2025","-279084",,"-279084",,,,"5513195","3647704",,"2706159","3680487","0",,"52679552","0","0",,"-0,529777","-39,54","-12,1","41,39","10,94","0","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","143","BRUBANK S.A.U.","Casa Central no operativa","AA121","Jun-2025","Jun-2025","269870",,"269870","14161215","14161215",,"30805892","9444851","4342414","4276999","13345587","45,969177","42580618","288667154","-5898167","14,750767","-13,851765","0,093488","-10,17","-0,71","61,67","19,6","-2,85","13,48","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","147","BIBANK S.A.","Casa Central","AA121","Jun-2025","Jun-2025","-2369333","0","-2369333","436","436",,"16881913","10655173","66640","179797","9107783","0,002583","2400","125103918","-399207","0,001918","-16633,625","-1,893892","-12,17","-2,99","48,02","13,07","-0,17","37,58","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","165","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION (SUCURSAL BUENOS A","Casa Central","AA124","Jun-2025","Jun-2025","21892163",,"21892163",,,,"95805973","20395353","30018","18267756","30505790","0",,"764665724","-28931","0",,"2,862972","13,97","8,83","32,14","34,09","-0,01","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","191","BANCO CREDICOOP COOPERATIVO LIMITADO","Casa Central no operativa","AA121","Jun-2025","Jun-2025","-57252827","-10776283","-46476544","32518250","32518250",,"1000981061","476159689","13138336","133392069","348366375","3,248638","136028841","8069113388","-38427995","1,685797","-28,249888","-0,575981","-4,55","-1,63","30,19","14,83","-0,35","2,51","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","198","BANCO DE VALORES S.A.","Casa Central","AA121","Jun-2025","Jun-2025","28018895","83441","27935454",,,,"159840750","80860720","5154651","12736638","26414499","0",,"1602679665","-6153998","0",,"1,743047","21,79","2,6","23","9,93","-0,49","0","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","247","BANCO ROELA S.A.","Casa Central no operativa","AA121","Jun-2025","Jun-2025","5983630",,"5983630","1612","1612",,"18956447","2420250","383565","9873600","8240305","0,008504","3767","146616096","-132523","0,002569","-3517,998407","4,081155","16,74","8,83","45,89","29,36","-0,49","0,92","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","254","BANCO MARIVA S.A.","Casa Central","AA121","Jun-2025","Jun-2025","-5532143",,"-5532143",,,,"75100695","48272530","565096","1920881","15835786","0","6961","718102951","-982618","0,000969","-14116,046545","-0,770383","4,45","1,22","36,95","12,43","-0,24","13,4","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","266","BNP PARIBAS","Casa Central","AA124","Jun-2025","Jun-2025","338867","-111332","450199",,,,"29541219","6867633","9021","5416935","19379711","0",,"239385103","-8180","0",,"0,188065","11,18","5,12","29,78","29,31","-0,01","99999","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","268","BANCO PROVINCIA DE TIERRA DEL FUEGO","Casa Central no operativa","AA110","Jun-2025","Jun-2025","4282457",,"4282457","19352123","19352123",,"60663432","16214288","4934929","8188728","25158911","31,900805","82384759","436334562","-6571355","18,881099","-7,976421","0,981462","5,45","2,12","42,71","21,63","-1,47","2,27","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","269","BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY","Casa Matriz","AA124","Jun-2025","Jun-2025","-1802260",,"-1802260","2620","2620",,"798013","14230","628","118729","1808387","0,328315","9399","9740114","-628","0,096498","-6,681562","-18,50348","-69,32","-38,99","31,89","12,59","-0,01","0,03","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","277","BANCO SAENZ S.A.","Casa Central","AA121","Jun-2025","Jun-2025","1381211","0","1381211","12147470","12147470",,"20796068","6872479","2880751","273627","6517928","58,41234","29754780","77229178","-4988247","38,527899","-16,764523","1,788457","17,78","5,98","81,03","44,1","-6,1","16,51","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
"2025-06","281","BANCO MERIDIAN S.A.","Casa Central","AA121","Jun-2025","Jun-2025","535924","0","535924",,,,"6218459","1405591","52580","1380700","5218254","0",,"38189276","-55930","0",,"1,403336","-4,48","-1,36","35,16","22,33","-0,28","2,88","miles de pesos corrientes","Los saldos son nominales. Resultados e intereses son acumulados al mes informado. La cuenta 511107+515107 mide ingreso bruto por intereses personales, no ganancia neta del producto."
