periodo,estrato_ipcf,combinacion_exacta,porcentaje_ponderado,hogares_expandidos,hogares_expandidos_denominador,n_muestral
2025-S2,bajo,prestamo_banco+cuotas_fiado+venta,0.606,49939,8246900,18039
2025-S2,bajo,prestamo_familia+cuotas_fiado+venta,0.599,49381,8246900,18039
2025-S2,bajo,ahorro+prestamo_banco+cuotas_fiado+venta,0.491,40499,8246900,18039
2025-S2,bajo,ahorro+prestamo_familia+prestamo_banco+venta,0.457,37679,8246900,18039
2025-S2,bajo,prestamo_familia+prestamo_banco+cuotas_fiado+venta,0.389,32076,8246900,18039
2025-S2,bajo,ahorro+prestamo_banco+venta,0.38,31301,8246900,18039
2025-S2,bajo,prestamo_banco+venta,0.176,14495,8246900,18039
2025-S2,bajo,prestamo_familia+prestamo_banco+venta,0.159,13140,8246900,18039
2025-S2,medio,ninguna,28.327,2293939,8098118,9257
2025-S2,medio,cuotas_fiado,21.837,1768416,8098118,9257
2025-S2,medio,ahorro+cuotas_fiado,12.045,975455,8098118,9257
2025-S2,medio,ahorro,7.57,613001,8098118,9257
2025-S2,medio,prestamo_banco+cuotas_fiado,4.078,330252,8098118,9257
2025-S2,medio,ahorro+prestamo_banco+cuotas_fiado,3.408,276004,8098118,9257
2025-S2,medio,ahorro+prestamo_familia+cuotas_fiado,2.879,233154,8098118,9257
2025-S2,medio,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado,2.015,163207,8098118,9257
2025-S2,medio,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado+venta,1.708,138312,8098118,9257
2025-S2,medio,prestamo_banco,1.597,129316,8098118,9257
2025-S2,medio,ahorro+prestamo_familia,1.586,128467,8098118,9257
2025-S2,medio,prestamo_familia+cuotas_fiado,1.525,123472,8098118,9257
2025-S2,medio,ahorro+prestamo_familia+cuotas_fiado+venta,1.328,107548,8098118,9257
2025-S2,medio,ahorro+cuotas_fiado+venta,1.089,88151,8098118,9257
2025-S2,medio,ahorro+prestamo_banco,1.031,83490,8098118,9257
2025-S2,medio,cuotas_fiado+venta,0.964,78055,8098118,9257
2025-S2,medio,prestamo_familia,0.961,77860,8098118,9257
2025-S2,medio,venta,0.888,71907,8098118,9257
2025-S2,medio,ahorro+venta,0.83,67183,8098118,9257
2025-S2,medio,ahorro+prestamo_banco+cuotas_fiado+venta,0.701,56790,8098118,9257
2025-S2,medio,prestamo_familia+prestamo_banco+cuotas_fiado,0.648,52437,8098118,9257
2025-S2,medio,ahorro+prestamo_familia+prestamo_banco,0.573,46405,8098118,9257
2025-S2,medio,prestamo_familia+prestamo_banco+cuotas_fiado+venta,0.473,38303,8098118,9257
2025-S2,medio,prestamo_banco+cuotas_fiado+venta,0.418,33873,8098118,9257
2025-S2,medio,ahorro+prestamo_banco+venta,0.289,23403,8098118,9257
2025-S2,medio,ahorro+prestamo_familia+venta,0.278,22546,8098118,9257
2025-S2,medio,prestamo_familia+prestamo_banco,0.26,21088,8098118,9257
2025-S2,medio,prestamo_familia+cuotas_fiado+venta,0.259,20941,8098118,9257
2025-S2,medio,ahorro+prestamo_familia+prestamo_banco+venta,0.153,12364,8098118,9257
2025-S2,medio,prestamo_familia+venta,0.12,9725,8098118,9257
2025-S2,medio,prestamo_banco+venta,0.096,7763,8098118,9257
2025-S2,medio,prestamo_familia+prestamo_banco+venta,0.065,5291,8098118,9257
2025-S2,alto,cuotas_fiado,31.198,1262144,4045649,4098
2025-S2,alto,ninguna,26.036,1053343,4045649,4098
2025-S2,alto,ahorro+cuotas_fiado,16.153,653503,4045649,4098
2025-S2,alto,ahorro,5.339,216008,4045649,4098
2025-S2,alto,ahorro+prestamo_banco+cuotas_fiado,3.576,144688,4045649,4098
2025-S2,alto,prestamo_banco+cuotas_fiado,3.274,132474,4045649,4098
2025-S2,alto,ahorro+prestamo_familia+cuotas_fiado,2.3,93058,4045649,4098
2025-S2,alto,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado,1.464,59240,4045649,4098
2025-S2,alto,ahorro+cuotas_fiado+venta,1.255,50787,4045649,4098
2025-S2,alto,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado+venta,1.249,50543,4045649,4098
2025-S2,alto,prestamo_familia+cuotas_fiado,1.126,45547,4045649,4098
2025-S2,alto,prestamo_banco,1.076,43519,4045649,4098
2025-S2,alto,venta,0.884,35767,4045649,4098
2025-S2,alto,ahorro+prestamo_familia,0.758,30661,4045649,4098
2025-S2,alto,cuotas_fiado+venta,0.646,26146,4045649,4098
2025-S2,alto,prestamo_familia,0.547,22117,4045649,4098
2025-S2,alto,ahorro+venta,0.528,21342,4045649,4098
2025-S2,alto,ahorro+prestamo_banco,0.423,17111,4045649,4098
2025-S2,alto,ahorro+prestamo_banco+cuotas_fiado+venta,0.417,16889,4045649,4098
2025-S2,alto,prestamo_familia+prestamo_banco+cuotas_fiado,0.366,14794,4045649,4098
2025-S2,alto,ahorro+prestamo_familia+cuotas_fiado+venta,0.359,14526,4045649,4098
2025-S2,alto,prestamo_banco+cuotas_fiado+venta,0.266,10773,4045649,4098
2025-S2,alto,prestamo_familia+prestamo_banco,0.233,9446,4045649,4098
2025-S2,alto,ahorro+prestamo_familia+prestamo_banco,0.145,5870,4045649,4098
2025-S2,alto,prestamo_familia+cuotas_fiado+venta,0.093,3751,4045649,4098
2025-S2,alto,ahorro+prestamo_familia+prestamo_banco+venta,0.078,3159,4045649,4098
2025-S2,alto,ahorro+prestamo_familia+venta,0.069,2774,4045649,4098
2025-S2,alto,prestamo_familia+prestamo_banco+cuotas_fiado+venta,0.061,2458,4045649,4098
2025-S2,alto,ahorro+prestamo_banco+venta,0.054,2174,4045649,4098
2025-S2,alto,prestamo_banco+venta,0.026,1037,4045649,4098
2025,total,ninguna,29.389,11968778,40725781,63547
2025,total,cuotas_fiado,21.162,8618328,40725781,63547
2025,total,ahorro+cuotas_fiado,10.957,4462370,40725781,63547
2025,total,ahorro,8.156,3321595,40725781,63547
2025,total,prestamo_banco+cuotas_fiado,3.096,1260841,40725781,63547
2025,total,ahorro+prestamo_banco+cuotas_fiado,2.95,1201602,40725781,63547
2025,total,ahorro+prestamo_familia+cuotas_fiado,2.66,1083264,40725781,63547
2025,total,ahorro+prestamo_familia,2.236,910565,40725781,63547
2025,total,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado,1.862,758487,40725781,63547
2025,total,prestamo_familia,1.704,694091,40725781,63547
2025,total,prestamo_familia+cuotas_fiado,1.645,670011,40725781,63547
2025,total,prestamo_banco,1.644,669372,40725781,63547
2025,total,ahorro+prestamo_familia+cuotas_fiado+venta,1.447,589429,40725781,63547
2025,total,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado+venta,1.181,480941,40725781,63547
2025,total,ahorro+cuotas_fiado+venta,1.078,439109,40725781,63547
2025,total,venta,1.063,432886,40725781,63547
2025,total,ahorro+prestamo_banco,0.886,360947,40725781,63547
2025,total,ahorro+venta,0.84,342217,40725781,63547
2025,total,cuotas_fiado+venta,0.826,336339,40725781,63547
2025,total,prestamo_familia+prestamo_banco+cuotas_fiado,0.721,293497,40725781,63547
2025,total,ahorro+prestamo_familia+venta,0.705,287311,40725781,63547
2025,total,ahorro+prestamo_familia+prestamo_banco,0.671,273148,40725781,63547
2025,total,ahorro+prestamo_banco+cuotas_fiado+venta,0.545,222015,40725781,63547
2025,total,prestamo_familia+venta,0.422,171962,40725781,63547
2025,total,prestamo_familia+cuotas_fiado+venta,0.418,170414,40725781,63547
2025,total,prestamo_familia+prestamo_banco,0.385,156679,40725781,63547
2025,total,prestamo_banco+cuotas_fiado+venta,0.382,155472,40725781,63547
2025,total,prestamo_familia+prestamo_banco+cuotas_fiado+venta,0.288,117313,40725781,63547
2025,total,ahorro+prestamo_familia+prestamo_banco+venta,0.251,102176,40725781,63547
2025,total,ahorro+prestamo_banco+venta,0.218,88717,40725781,63547
2025,total,prestamo_banco+venta,0.136,55462,40725781,63547
2025,total,prestamo_familia+prestamo_banco+venta,0.075,30443,40725781,63547
2025,bajo,ninguna,32.396,5345071,16499066,35979
2025,bajo,cuotas_fiado,15.086,2489085,16499066,35979
2025,bajo,ahorro,9.339,1540773,16499066,35979
2025,bajo,ahorro+cuotas_fiado,6.672,1100898,16499066,35979
2025,bajo,ahorro+prestamo_familia,3.398,560614,16499066,35979
2025,bajo,prestamo_familia,3.022,498605,16499066,35979
2025,bajo,ahorro+prestamo_familia+cuotas_fiado,2.864,472486,16499066,35979
2025,bajo,prestamo_banco+cuotas_fiado,2.329,384265,16499066,35979
2025,bajo,ahorro+prestamo_banco+cuotas_fiado,2.277,375740,16499066,35979
2025,bajo,prestamo_familia+cuotas_fiado,2.147,354242,16499066,35979
2025,bajo,ahorro+prestamo_familia+cuotas_fiado+venta,2.074,342133,16499066,35979
2025,bajo,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado,2.002,330312,16499066,35979
2025,bajo,prestamo_banco,1.85,305290,16499066,35979
2025,bajo,venta,1.523,251341,16499066,35979
2025,bajo,ahorro+prestamo_familia+venta,1.27,209602,16499066,35979
2025,bajo,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado+venta,1.236,203877,16499066,35979
2025,bajo,ahorro+venta,1.174,193717,16499066,35979
2025,bajo,ahorro+prestamo_familia+prestamo_banco,0.991,163560,16499066,35979
2025,bajo,cuotas_fiado+venta,0.956,157725,16499066,35979
2025,bajo,prestamo_familia+prestamo_banco+cuotas_fiado,0.952,157063,16499066,35979
2025,bajo,prestamo_familia+venta,0.93,153387,16499066,35979
2025,bajo,ahorro+cuotas_fiado+venta,0.887,146303,16499066,35979
2025,bajo,ahorro+prestamo_banco,0.886,146253,16499066,35979
2025,bajo,prestamo_familia+cuotas_fiado+venta,0.761,125582,16499066,35979
2025,bajo,prestamo_familia+prestamo_banco,0.592,97701,16499066,35979
2025,bajo,prestamo_banco+cuotas_fiado+venta,0.527,86942,16499066,35979
2025,bajo,ahorro+prestamo_banco+cuotas_fiado+venta,0.439,72483,16499066,35979
2025,bajo,ahorro+prestamo_familia+prestamo_banco+venta,0.437,72106,16499066,35979
2025,bajo,prestamo_familia+prestamo_banco+cuotas_fiado+venta,0.386,63631,16499066,35979
2025,bajo,ahorro+prestamo_banco+venta,0.257,42406,16499066,35979
2025,bajo,prestamo_banco+venta,0.209,34508,16499066,35979
2025,bajo,prestamo_familia+prestamo_banco+venta,0.129,21365,16499066,35979
2025,medio,ninguna,28.289,4570331,16155583,19072
2025,medio,cuotas_fiado,22.111,3572136,16155583,19072
2025,medio,ahorro+cuotas_fiado,12.732,2056952,16155583,19072
2025,medio,ahorro,8.19,1323213,16155583,19072
2025,medio,prestamo_banco+cuotas_fiado,3.851,622186,16155583,19072
2025,medio,ahorro+prestamo_banco+cuotas_fiado,3.151,509030,16155583,19072
2025,medio,ahorro+prestamo_familia+cuotas_fiado,2.786,450046,16155583,19072
2025,medio,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado,1.886,304682,16155583,19072
2025,medio,ahorro+prestamo_familia,1.749,282524,16155583,19072
2025,medio,prestamo_banco,1.66,268248,16155583,19072
2025,medio,prestamo_familia+cuotas_fiado,1.404,226826,16155583,19072
2025,medio,ahorro+prestamo_familia+cuotas_fiado+venta,1.274,205829,16155583,19072
2025,medio,ahorro+cuotas_fiado+venta,1.257,203040,16155583,19072
2025,medio,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado+venta,1.235,199559,16155583,19072
2025,medio,ahorro+prestamo_banco,1.041,168151,16155583,19072
2025,medio,prestamo_familia,0.96,155036,16155583,19072
2025,medio,cuotas_fiado+venta,0.859,138763,16155583,19072
2025,medio,venta,0.749,121062,16155583,19072
2025,medio,ahorro+venta,0.728,117534,16155583,19072
2025,medio,prestamo_familia+prestamo_banco+cuotas_fiado,0.669,108155,16155583,19072
2025,medio,ahorro+prestamo_banco+cuotas_fiado+venta,0.659,106420,16155583,19072
2025,medio,ahorro+prestamo_familia+prestamo_banco,0.526,84950,16155583,19072
2025,medio,ahorro+prestamo_familia+venta,0.367,59297,16155583,19072
2025,medio,prestamo_banco+cuotas_fiado+venta,0.317,51161,16155583,19072
2025,medio,prestamo_familia+prestamo_banco+cuotas_fiado+venta,0.306,49496,16155583,19072
2025,medio,prestamo_familia+prestamo_banco,0.299,48258,16155583,19072
2025,medio,ahorro+prestamo_banco+venta,0.26,42062,16155583,19072
2025,medio,prestamo_familia+cuotas_fiado+venta,0.245,39555,16155583,19072
2025,medio,ahorro+prestamo_familia+prestamo_banco+venta,0.154,24839,16155583,19072
2025,medio,prestamo_banco+venta,0.123,19917,16155583,19072
2025,medio,prestamo_familia+venta,0.111,17907,16155583,19072
2025,medio,prestamo_familia+prestamo_banco+venta,0.052,8418,16155583,19072
2025,alto,cuotas_fiado,31.682,2557107,8071132,8496
2025,alto,ninguna,25.441,2053376,8071132,8496
2025,alto,ahorro+cuotas_fiado,16.163,1304520,8071132,8496
2025,alto,ahorro,5.67,457609,8071132,8496
2025,alto,ahorro+prestamo_banco+cuotas_fiado,3.925,316832,8071132,8496
2025,alto,prestamo_banco+cuotas_fiado,3.152,254390,8071132,8496
2025,alto,ahorro+prestamo_familia+cuotas_fiado,1.991,160732,8071132,8496
2025,alto,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado,1.53,123493,8071132,8496
2025,alto,prestamo_banco,1.187,95834,8071132,8496
2025,alto,ahorro+cuotas_fiado+venta,1.112,89766,8071132,8496
2025,alto,prestamo_familia+cuotas_fiado,1.102,88943,8071132,8496
2025,alto,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado+venta,0.96,77505,8071132,8496
2025,alto,ahorro+prestamo_familia,0.835,67427,8071132,8496
2025,alto,venta,0.749,60483,8071132,8496
2025,alto,ahorro+prestamo_banco,0.577,46543,8071132,8496
2025,alto,ahorro+prestamo_banco+cuotas_fiado+venta,0.534,43112,8071132,8496
2025,alto,ahorro+prestamo_familia+cuotas_fiado+venta,0.514,41467,8071132,8496
2025,alto,prestamo_familia,0.501,40450,8071132,8496
2025,alto,cuotas_fiado+venta,0.494,39851,8071132,8496
2025,alto,ahorro+venta,0.384,30966,8071132,8496
2025,alto,prestamo_familia+prestamo_banco+cuotas_fiado,0.35,28279,8071132,8496
2025,alto,ahorro+prestamo_familia+prestamo_banco,0.305,24638,8071132,8496
2025,alto,ahorro+prestamo_familia+venta,0.228,18412,8071132,8496
2025,alto,prestamo_banco+cuotas_fiado+venta,0.215,17369,8071132,8496
2025,alto,prestamo_familia+prestamo_banco,0.133,10720,8071132,8496
2025,alto,prestamo_familia+cuotas_fiado+venta,0.065,5277,8071132,8496
2025,alto,ahorro+prestamo_familia+prestamo_banco+venta,0.065,5231,8071132,8496
2025,alto,ahorro+prestamo_banco+venta,0.053,4249,8071132,8496
2025,alto,prestamo_familia+prestamo_banco+cuotas_fiado+venta,0.052,4186,8071132,8496
2025,alto,prestamo_banco+venta,0.013,1037,8071132,8496
2025,alto,prestamo_familia+venta,0.008,668,8071132,8496
2025,alto,prestamo_familia+prestamo_banco+venta,0.008,660,8071132,8496
2026-Q1,total,ninguna,28.222,2880864,10207758,15447
2026-Q1,total,cuotas_fiado,21.51,2195692,10207758,15447
2026-Q1,total,ahorro+cuotas_fiado,10.74,1096304,10207758,15447
2026-Q1,total,ahorro,9.19,938088,10207758,15447
2026-Q1,total,ahorro+prestamo_familia+cuotas_fiado,3.184,325047,10207758,15447
2026-Q1,total,ahorro+prestamo_banco+cuotas_fiado,2.6,265414,10207758,15447
2026-Q1,total,prestamo_banco+cuotas_fiado,2.444,249527,10207758,15447
2026-Q1,total,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado,2.304,235149,10207758,15447
2026-Q1,total,ahorro+prestamo_familia,2.071,211417,10207758,15447
2026-Q1,total,prestamo_familia,1.63,166423,10207758,15447
2026-Q1,total,prestamo_banco,1.376,140506,10207758,15447
2026-Q1,total,ahorro+cuotas_fiado+venta,1.311,133845,10207758,15447
2026-Q1,total,prestamo_familia+cuotas_fiado,1.134,115741,10207758,15447
2026-Q1,total,ahorro+venta,1.104,112704,10207758,15447
2026-Q1,total,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado+venta,1.098,112076,10207758,15447
2026-Q1,total,ahorro+prestamo_familia+cuotas_fiado+venta,0.978,99795,10207758,15447
2026-Q1,total,ahorro+prestamo_banco+cuotas_fiado+venta,0.966,98634,10207758,15447
2026-Q1,total,ahorro+prestamo_banco,0.956,97545,10207758,15447
2026-Q1,total,venta,0.937,95642,10207758,15447
2026-Q1,total,ahorro+prestamo_familia+prestamo_banco,0.897,91520,10207758,15447
2026-Q1,total,ahorro+prestamo_familia+venta,0.744,75927,10207758,15447
2026-Q1,total,cuotas_fiado+venta,0.695,70914,10207758,15447
2026-Q1,total,prestamo_familia+venta,0.666,68000,10207758,15447
2026-Q1,total,prestamo_familia+prestamo_banco+cuotas_fiado,0.545,55666,10207758,15447
2026-Q1,total,prestamo_familia+prestamo_banco,0.535,54620,10207758,15447
2026-Q1,total,prestamo_familia+prestamo_banco+cuotas_fiado+venta,0.506,51626,10207758,15447
2026-Q1,total,ahorro+prestamo_banco+venta,0.461,47104,10207758,15447
2026-Q1,total,prestamo_banco+cuotas_fiado+venta,0.394,40209,10207758,15447
2026-Q1,total,ahorro+prestamo_familia+prestamo_banco+venta,0.349,35624,10207758,15447
2026-Q1,total,prestamo_familia+cuotas_fiado+venta,0.251,25621,10207758,15447
2026-Q1,total,prestamo_banco+venta,0.117,11987,10207758,15447
2026-Q1,total,prestamo_familia+prestamo_banco+venta,0.084,8527,10207758,15447
2026-Q1,bajo,ninguna,30.255,1246064,4118590,8593
2026-Q1,bajo,cuotas_fiado,13.761,566762,4118590,8593
2026-Q1,bajo,ahorro,10.998,452975,4118590,8593
2026-Q1,bajo,ahorro+cuotas_fiado,6.621,272676,4118590,8593
2026-Q1,bajo,ahorro+prestamo_familia,3.358,138295,4118590,8593
2026-Q1,bajo,ahorro+prestamo_familia+cuotas_fiado,3.2,131814,4118590,8593
2026-Q1,bajo,prestamo_familia,2.899,119416,4118590,8593
2026-Q1,bajo,prestamo_banco+cuotas_fiado,2.51,103375,4118590,8593
2026-Q1,bajo,ahorro+venta,2.006,82609,4118590,8593
2026-Q1,bajo,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado,1.894,77993,4118590,8593
2026-Q1,bajo,prestamo_familia+cuotas_fiado,1.848,76102,4118590,8593
2026-Q1,bajo,ahorro+prestamo_banco+cuotas_fiado,1.697,69908,4118590,8593
2026-Q1,bajo,ahorro+prestamo_familia+prestamo_banco,1.683,69303,4118590,8593
2026-Q1,bajo,prestamo_banco,1.647,67843,4118590,8593
2026-Q1,bajo,prestamo_familia+venta,1.433,59022,4118590,8593
2026-Q1,bajo,ahorro+cuotas_fiado+venta,1.365,56200,4118590,8593
2026-Q1,bajo,ahorro+prestamo_familia+venta,1.262,51982,4118590,8593
2026-Q1,bajo,venta,1.219,50189,4118590,8593
2026-Q1,bajo,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado+venta,1.207,49725,4118590,8593
2026-Q1,bajo,ahorro+prestamo_banco+cuotas_fiado+venta,1.147,47257,4118590,8593
2026-Q1,bajo,ahorro+prestamo_banco,1.072,44167,4118590,8593
2026-Q1,bajo,ahorro+prestamo_familia+cuotas_fiado+venta,1.02,42008,4118590,8593
2026-Q1,bajo,prestamo_familia+prestamo_banco+cuotas_fiado+venta,1.001,41209,4118590,8593
2026-Q1,bajo,prestamo_familia+prestamo_banco,0.862,35496,4118590,8593
2026-Q1,bajo,cuotas_fiado+venta,0.836,34419,4118590,8593
2026-Q1,bajo,ahorro+prestamo_banco+venta,0.771,31746,4118590,8593
2026-Q1,bajo,prestamo_familia+prestamo_banco+cuotas_fiado,0.716,29473,4118590,8593
2026-Q1,bajo,ahorro+prestamo_familia+prestamo_banco+venta,0.546,22483,4118590,8593
2026-Q1,bajo,prestamo_familia+cuotas_fiado+venta,0.516,21262,4118590,8593
2026-Q1,bajo,prestamo_banco+cuotas_fiado+venta,0.413,17022,4118590,8593
2026-Q1,bajo,prestamo_familia+prestamo_banco+venta,0.161,6634,4118590,8593
2026-Q1,bajo,prestamo_banco+venta,0.077,3161,4118590,8593
2026-Q1,medio,ninguna,28.493,1156627,4059381,4828
2026-Q1,medio,cuotas_fiado,23.342,947525,4059381,4828
2026-Q1,medio,ahorro+cuotas_fiado,11.762,477447,4059381,4828
2026-Q1,medio,ahorro,8.822,358124,4059381,4828
2026-Q1,medio,ahorro+prestamo_familia+cuotas_fiado,3.319,134728,4059381,4828
2026-Q1,medio,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado,2.97,120551,4059381,4828
2026-Q1,medio,ahorro+prestamo_banco+cuotas_fiado,2.966,120387,4059381,4828
2026-Q1,medio,prestamo_banco+cuotas_fiado,2.161,87715,4059381,4828
2026-Q1,medio,ahorro+prestamo_familia,1.483,60194,4059381,4828
2026-Q1,medio,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado+venta,1.385,56239,4059381,4828
2026-Q1,medio,prestamo_banco,1.333,54107,4059381,4828
2026-Q1,medio,ahorro+cuotas_fiado+venta,1.177,47782,4059381,4828
2026-Q1,medio,ahorro+prestamo_banco,1.081,43873,4059381,4828
2026-Q1,medio,ahorro+prestamo_familia+cuotas_fiado+venta,1.048,42543,4059381,4828
2026-Q1,medio,ahorro+prestamo_banco+cuotas_fiado+venta,0.99,40195,4059381,4828
2026-Q1,medio,prestamo_familia,0.981,39817,4059381,4828
2026-Q1,medio,prestamo_familia+cuotas_fiado,0.858,34817,4059381,4828
2026-Q1,medio,venta,0.823,33418,4059381,4828
2026-Q1,medio,cuotas_fiado+venta,0.689,27965,4059381,4828
2026-Q1,medio,ahorro+venta,0.577,23413,4059381,4828
2026-Q1,medio,prestamo_banco+cuotas_fiado+venta,0.544,22099,4059381,4828
2026-Q1,medio,prestamo_familia+prestamo_banco+cuotas_fiado,0.511,20755,4059381,4828
2026-Q1,medio,ahorro+prestamo_familia+prestamo_banco,0.498,20234,4059381,4828
2026-Q1,medio,prestamo_familia+prestamo_banco,0.411,16699,4059381,4828
2026-Q1,medio,ahorro+prestamo_familia+venta,0.351,14265,4059381,4828
2026-Q1,medio,ahorro+prestamo_banco+venta,0.35,14224,4059381,4828
2026-Q1,medio,ahorro+prestamo_familia+prestamo_banco+venta,0.313,12720,4059381,4828
2026-Q1,medio,prestamo_familia+prestamo_banco+cuotas_fiado+venta,0.257,10417,4059381,4828
2026-Q1,medio,prestamo_familia+venta,0.203,8238,4059381,4828
2026-Q1,medio,prestamo_banco+venta,0.201,8170,4059381,4828
2026-Q1,medio,prestamo_familia+cuotas_fiado+venta,0.06,2420,4059381,4828
2026-Q1,medio,prestamo_familia+prestamo_banco+venta,0.041,1673,4059381,4828
2026-Q1,alto,cuotas_fiado,33.57,681405,2029787,2026
2026-Q1,alto,ninguna,23.558,478173,2029787,2026
2026-Q1,alto,ahorro+cuotas_fiado,17.055,346181,2029787,2026
2026-Q1,alto,ahorro,6.256,126989,2029787,2026
2026-Q1,alto,ahorro+prestamo_banco+cuotas_fiado,3.701,75119,2029787,2026
2026-Q1,alto,ahorro+prestamo_familia+cuotas_fiado,2.882,58505,2029787,2026
2026-Q1,alto,prestamo_banco+cuotas_fiado,2.879,58437,2029787,2026
2026-Q1,alto,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado,1.803,36605,2029787,2026
2026-Q1,alto,ahorro+cuotas_fiado+venta,1.471,29863,2029787,2026
2026-Q1,alto,prestamo_banco,0.914,18556,2029787,2026
2026-Q1,alto,ahorro+prestamo_familia+cuotas_fiado+venta,0.751,15244,2029787,2026
2026-Q1,alto,ahorro+prestamo_familia,0.637,12928,2029787,2026
2026-Q1,alto,venta,0.593,12035,2029787,2026
2026-Q1,alto,ahorro+prestamo_banco+cuotas_fiado+venta,0.551,11182,2029787,2026
2026-Q1,alto,ahorro+prestamo_familia+venta,0.477,9680,2029787,2026
2026-Q1,alto,ahorro+prestamo_banco,0.468,9505,2029787,2026
2026-Q1,alto,cuotas_fiado+venta,0.42,8530,2029787,2026
2026-Q1,alto,prestamo_familia,0.354,7190,2029787,2026
2026-Q1,alto,ahorro+venta,0.329,6682,2029787,2026
2026-Q1,alto,ahorro+prestamo_familia+prestamo_banco+cuotas_fiado+venta,0.301,6112,2029787,2026
2026-Q1,alto,prestamo_familia+prestamo_banco+cuotas_fiado,0.268,5438,2029787,2026
2026-Q1,alto,prestamo_familia+cuotas_fiado,0.238,4822,2029787,2026
2026-Q1,alto,prestamo_familia+prestamo_banco,0.119,2425,2029787,2026
2026-Q1,alto,ahorro+prestamo_familia+prestamo_banco,0.098,1983,2029787,2026
2026-Q1,alto,prestamo_familia+cuotas_fiado+venta,0.096,1939,2029787,2026
2026-Q1,alto,ahorro+prestamo_banco+venta,0.056,1134,2029787,2026
2026-Q1,alto,prestamo_banco+cuotas_fiado+venta,0.054,1088,2029787,2026
2026-Q1,alto,prestamo_familia+venta,0.036,740,2029787,2026
2026-Q1,alto,prestamo_banco+venta,0.032,656,2029787,2026
2026-Q1,alto,ahorro+prestamo_familia+prestamo_banco+venta,0.021,421,2029787,2026
2026-Q1,alto,prestamo_familia+prestamo_banco+venta,0.011,220,2029787,2026
