date,original,sa,tc,population,pc_sa_raw,pc_tc_raw,sa_nov2023_100,tc_nov2023_100,pc_sa_raw_nov2023_100,pc_tc_raw_nov2023_100,running_peak_sa,drawdown_sa_pct,running_peak_pc,drawdown_pc_pct,gap_nov2023,cum_loss_months_base,cum_recovery_months_base,cum_net_months_base
2009-08,124.00328620894652,126.78125955623318,125.3618782008654,41546980.816337004,3.051515587057545e-06,3.01735230184454e-06,86.62297013248738,86.43891447863561,96.41554500080957,96.21068217805647,135.88745052008764,-6.7012744215907745,3.3140074136293316e-06,-7.920677108091279,-0.13377029867512624,0.0,0.0,0.0
2009-09,126.18512812472765,128.17307879087852,126.32385763359277,41584419.96494697,3.082237984776998e-06,3.0377688985460364e-06,87.57392705162911,87.10221387322902,97.38624845466573,96.86168163052493,135.88745052008764,-5.677030292115703,3.3140074136293316e-06,-6.993630367245052,-0.12426072948370892,0.0,0.0,0.0
2009-10,127.07986188269525,129.21401722044254,127.46687640464464,41620651.39908565,3.104564990621007e-06,3.062587252237117e-06,88.28514556144277,87.89034263467052,98.09169149608967,97.65303461164532,135.88745052008764,-4.91100044492968,3.3140074136293316e-06,-6.319914136189386,-0.11714854438557232,0.0,0.0,0.0
2009-11,127.09219178029132,129.7416424240264,128.73826941693198,41658090.54769562,3.1144404536612455e-06,3.0903545439639295e-06,88.64564412732835,88.76698738054576,98.40371616841914,98.53841683156065,135.88745052008764,-4.522719406787856,3.3140074136293316e-06,-6.02192255658024,-0.1135435587267164,0.0,0.0,0.0
2009-12,126.28656380555832,128.07380760963594,130.0874857820044,41694321.9818343,3.0717325890426067e-06,3.1200288096465966e-06,87.5061002718835,89.69729250733081,97.05432045813951,99.48460443541353,135.88745052008764,-5.750084264990052,3.3140074136293316e-06,-7.310630132881868,-0.12493899728116509,0.0,0.0,0.0
2010-01,121.50567852923163,131.71647160425476,131.46818184920983,41731761.13044427,3.1562643903893285e-06,3.1503147312252006e-06,89.99494109514885,90.649303365711,99.72518333405334,100.45029517483677,135.88745052008764,-3.0694364342469527,3.3140074136293316e-06,-4.759887458044365,-0.1000505890485116,0.0,0.0,0.0
2010-02,119.82280209203972,133.16629136348354,132.8405494728619,41769200.27905424,3.1881455827216704e-06,3.1803469682295235e-06,90.98552672381945,91.59557163607019,100.7325000087692,101.40789697948935,135.88745052008764,-2.002509537259911,3.3140074136293316e-06,-3.797874150493341,-0.09014473276180546,0.0,0.0,0.0
2010-03,136.89550162046118,133.95266697786073,134.17457305011104,41803016.28425034,3.204378030212346e-06,3.209686404869844e-06,91.52281584364319,92.5154011054529,101.24537966704406,102.34340829255662,135.88745052008764,-1.4238132622415356,3.3140074136293316e-06,-3.308060898298504,-0.0847718415635681,0.0,0.0,0.0
2010-04,145.77413149301782,136.86731155889026,135.44667360302103,41840455.432860315,3.2711716481794924e-06,3.2372179557262902e-06,93.51423927146733,93.39253371130796,103.3557877233529,103.22127372699703,136.86731155889026,0.0,3.3140074136293316e-06,-1.292566977179077,-0.06485760728532663,0.0,0.0,0.0
2010-05,158.1106315304388,139.20469756629134,136.6390329223582,41876686.86699899,3.324157376833741e-06,3.2628902414445036e-06,95.1112522607364,94.21468352839071,105.02992234915386,104.03985501116108,139.20469756629134,0.0,3.324157376833741e-06,0.0,-0.04888747739263588,0.0,0.0,0.0
2010-06,149.86155200805445,140.59473651662628,137.74117752397282,41914126.01560897,3.354352097530754e-06,3.2862710169043615e-06,96.06099280519322,94.97462893068764,105.98395334427553,104.78536966500836,140.59473651662628,0.0,3.354352097530754e-06,0.0,-0.03939007194806776,0.0,0.0,0.0
2010-07,139.50568662872732,139.40059135418525,138.75008074265216,41950357.449747644,3.3229893576276027e-06,3.307482681377887e-06,95.2450961884373,95.67028298667513,104.9930176684736,105.46172048684721,140.59473651662628,-0.8493526799275397,3.354352097530754e-06,-0.9349865187449624,-0.04754903811562694,0.0,0.0,0.0
2010-08,137.24598068715568,139.99014904662806,139.6702141642531,41988495.82696477,3.3340120023239125e-06,3.3263924180527014e-06,95.64790996834932,96.30472892255416,105.3412886392176,106.064672506795,140.59473651662628,-0.4300214111690681,3.354352097530754e-06,-0.6063792534425461,-0.043520900316506794,0.0,0.0,0.0
