"cd_periodo","tx_asistencia","tx_edad","nu_valor"
"201705","Adelantos / Overdrafts","35 - 39","9,97138883496227"
"201705","Adelantos / Overdrafts","40 - 44","9,87562350197577"
"201705","Adelantos / Overdrafts","45 - 49","10,101568361009"
"201705","Adelantos / Overdrafts","50 - 54","9,66483961068288"
"201705","Adelantos / Overdrafts","55 - 59","8,89323919429208"
"201705","Adelantos / Overdrafts","60 - 64","8,89469570950179"
"201705","Adelantos / Overdrafts","65 - 69","8,9957157810644"
"201705","Adelantos / Overdrafts","70 - 74","9,01776169256001"
"201705","Adelantos / Overdrafts","75 - 79","7,88008340156691"
"201705","Adelantos / Overdrafts","80 - 84","6,32441690445458"
"201705","Adelantos / Overdrafts","85 - 89","4,27250390380348"
"201705","Adelantos / Overdrafts","TOTAL","7,15051894651629"
"201705","Hipotecarios / Mortgage-backed loans","15 - 19","0,000539883157918665"
"201705","Hipotecarios / Mortgage-backed loans","20 - 24","0,00549096204456532"
"201705","Hipotecarios / Mortgage-backed loans","25 - 29","0,102164764959985"
"201705","Hipotecarios / Mortgage-backed loans","30 - 34","0,491572245117966"
"201705","Hipotecarios / Mortgage-backed loans","35 - 39","1,11615369192235"
"201705","Hipotecarios / Mortgage-backed loans","40 - 44","1,43744153308522"
"201705","Hipotecarios / Mortgage-backed loans","45 - 49","1,33868918748191"
"201705","Hipotecarios / Mortgage-backed loans","50 - 54","1,07112692103543"
"201705","Hipotecarios / Mortgage-backed loans","55 - 59","0,865749967176749"
"201705","Hipotecarios / Mortgage-backed loans","60 - 64","0,637604184403665"
"201705","Hipotecarios / Mortgage-backed loans","65 - 69","0,406114211518771"
"201705","Hipotecarios / Mortgage-backed loans","70 - 74","0,183473141705829"
"201705","Hipotecarios / Mortgage-backed loans","75 - 79","0,111858324720242"
"201705","Hipotecarios / Mortgage-backed loans","80 - 84","0,0878620187164232"
"201705","Hipotecarios / Mortgage-backed loans","85 - 89","0,103440164824109"
"201705","Hipotecarios / Mortgage-backed loans","TOTAL","0,583825033754302"
"201705","Personales / Personal Loans","15 - 19","0,669824509558773"
"201705","Personales / Personal Loans","20 - 24","9,78136445924389"
"201705","Personales / Personal Loans","25 - 29","22,5004957055328"
"201705","Personales / Personal Loans","30 - 34","29,8723640261073"
"201705","Personales / Personal Loans","35 - 39","33,7527091495259"
"201705","Personales / Personal Loans","40 - 44","32,65806005819"
"201705","Personales / Personal Loans","45 - 49","34,1101544081063"
"201705","Personales / Personal Loans","50 - 54","33,445903997009"
"201705","Personales / Personal Loans","55 - 59","31,3776065089974"
"201705","Personales / Personal Loans","60 - 64","35,1256434437502"
"201705","Personales / Personal Loans","65 - 69","40,1910071441781"
"201705","Personales / Personal Loans","70 - 74","41,0466404623977"
"201705","Personales / Personal Loans","75 - 79","36,0352711669507"
"201705","Personales / Personal Loans","80 - 84","26,3742658246419"
"201705","Personales / Personal Loans","85 - 89","14,1395620371761"
"201705","Personales / Personal Loans","TOTAL","26,2527999096459"
"201705","Prendarios / Pledge-backed loans","15 - 19","0,0188390807210565"
"201705","Prendarios / Pledge-backed loans","20 - 24","0,481439707835995"
"201705","Prendarios / Pledge-backed loans","25 - 29","1,19425784014267"
"201705","Prendarios / Pledge-backed loans","30 - 34","1,78465149184175"
"201705","Prendarios / Pledge-backed loans","35 - 39","2,18749701635514"
"201705","Prendarios / Pledge-backed loans","40 - 44","2,21967051651492"
"201705","Prendarios / Pledge-backed loans","45 - 49","2,29083341529529"
"201705","Prendarios / Pledge-backed loans","50 - 54","2,30421914847456"
"201705","Prendarios / Pledge-backed loans","55 - 59","2,16025976418209"
"201705","Prendarios / Pledge-backed loans","60 - 64","1,96072973834378"
"201705","Prendarios / Pledge-backed loans","65 - 69","1,62585504836826"
"201705","Prendarios / Pledge-backed loans","70 - 74","0,816625813746372"
"201705","Prendarios / Pledge-backed loans","75 - 79","0,192060743544656"
"201705","Prendarios / Pledge-backed loans","80 - 84","0,0548931561586659"
"201705","Prendarios / Pledge-backed loans","85 - 89","0,0317405437268499"
"201705","Prendarios / Pledge-backed Loans","TOTAL","1,43523276245115"
"201705","Tarjetas de crédito / Credit cards","15 - 19","0,687697483576186"
"201705","Tarjetas de crédito / Credit cards","20 - 24","14,1492846901332"
"201705","Tarjetas de crédito / Credit cards","25 - 29","33,8036575799917"
"201705","Tarjetas de crédito / Credit cards","30 - 34","45,8893093720327"
"201705","Tarjetas de crédito / Credit cards","35 - 39","52,0110243688198"
"201705","Tarjetas de crédito / Credit cards","40 - 44","50,5616306583609"
"201705","Tarjetas de crédito / Credit cards","45 - 49","52,2768210061856"
