persona_id,persona,ambito,poder,nivel_cargo,cargo,jurisdiccion,partido_o_alianza,mandato_inicio,mandato_fin,estado_actividad,fuente_padron_url,fuente_padron_local,regimen_ddjj_actual,estado_ddjj_cargo_actual,detalle_ddjj_cargo_actual,fuente_ddjj_actual_url,oa_historial_2017_2024_estado,oa_historial_nombres,oa_anios_2017_2024,oa_cantidad_anios_2017_2024,oa_primer_anio,oa_ultimo_anio,serie_tab_id,nota_cobertura
pen-sturzenegger-federico-adolfo,Federico Adolfo Sturzenegger,Nacional,Ejecutivo,Conducción superior PEN,Ministro de Desregulación y Transformación del Estado,Nación,Designación PEN,05/07/2024,,activo_al_2026-09-01,https://www.argentina.gob.ar/desregulacion,sources/active_roster/desregulacion_autoridad_2026-09-01.html,Oficina Anticorrupción · Ley 25.188 / 26.857,verificacion_2025_2026_pendiente,La base consolidada respaldada llega al ejercicio 2024.,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,nombre_compatible_unico_en_oa,STURZENEGGER FEDERICO ADOLFO,2017|2018|2024,3,2017,2024,,Una designación posterior a 2024 puede no tener todavía un ejercicio anual en el consolidado respaldado.
gov-kicillof-axel,Axel Kicillof,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Buenos Aires,Fuerza Patria,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,nombre_compatible_unico_en_oa,KICILLOF AXEL,2017|2018|2019,3,2017,2019,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-jalil-raul-alejandro,Raúl Alejandro Jalil,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Catamarca,PJ,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,sin_nombre_compatible_oa_2017_2024,,,0,,,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-zdero-leandro-cesar,Leandro César Zdero,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Chaco,Chaco Puede + LLA,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,nombre_compatible_unico_en_oa,ZDERO LEANDRO CESAR,2017,1,2017,2017,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-torres-ignacio-agustin,Ignacio Agustín Torres,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Chubut,Despierta Chubut,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,nombre_compatible_unico_en_oa,TORRES IGNACIO AGUSTIN,2017|2018|2019|2020|2021|2022|2023,7,2017,2023,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-macri-jorge,Jorge Macri,Provincial/CABA,Ejecutivo,Gobernaciones,Jefe de Gobierno,Ciudad Autónoma de Buenos Aires,Vamos por más,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,sin_nombre_compatible_oa_2017_2024,,,0,,,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-llaryora-martin-miguel,Martín Miguel Llaryora,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Córdoba,Hacemos Unidos por Córdoba,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,nombre_compatible_unico_en_oa,LLARYORA MARTIN MIGUEL,2017|2018|2019,3,2017,2019,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-valdes-juan-pablo,Juan Pablo Valdés,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Corrientes,Vamos Corrientes,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,sin_nombre_compatible_oa_2017_2024,,,0,,,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-frigerio-rogelio,Rogelio Frigerio,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Entre Ríos,Juntos + LLA,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,nombre_compatible_unico_en_oa,FRIGERIO ROGELIO,2017|2018|2019|2021|2022,5,2017,2022,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-insfran-gildo,Gildo Insfrán,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Formosa,PJ,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,nombre_compatible_unico_en_oa,INSFRAN GILDO,2022,1,2022,2022,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-sadir-carlos-alberto,Carlos Alberto Sadir,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Jujuy,Cambia Jujuy,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,sin_nombre_compatible_oa_2017_2024,,,0,,,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-ziliotto-sergio-raul,Sergio Raúl Ziliotto,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,La Pampa,PJ,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,nombre_compatible_unico_en_oa,ZILIOTTO SERGIO RAUL,2017|2018|2019,3,2017,2019,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-jaldo-osvaldo-francisco,Osvaldo Francisco Jaldo,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Tucumán,PJ,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,sin_nombre_compatible_oa_2017_2024,,,0,,,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-quintela-ricardo-clemente,Ricardo Clemente Quintela,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,La Rioja,Fuerza Patria,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,sin_nombre_compatible_oa_2017_2024,,,0,,,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-melella-gustavo-adrian,Gustavo Adrián Melella,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Tierra del Fuego,Unidos Hacemos Futuro,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,sin_nombre_compatible_oa_2017_2024,,,0,,,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-cornejo-neila-alfredo-victor,Alfredo Víctor Cornejo Neila,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Mendoza,Cambia Mendoza + LLA,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,sin_nombre_compatible_oa_2017_2024,,,0,,,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-suarez-elias,Elías Suárez,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Santiago del Estero,Frente Cívico por Santiago,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,sin_nombre_compatible_oa_2017_2024,,,0,,,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-passalacqua-hugo-mario,Hugo Mario Passalacqua,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Misiones,Frente Renovador de la Concordia,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,sin_nombre_compatible_oa_2017_2024,,,0,,,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-pullaro-maximiliano-nicolas,Maximiliano Nicolás Pullaro,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Santa Fe,Unidos para Cambiar Santa Fe,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,sin_nombre_compatible_oa_2017_2024,,,0,,,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-figueroa-rolando-ceferino,Rolando Ceferino Figueroa,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Neuquén,Comunidad,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,nombre_compatible_unico_en_oa,FIGUEROA ROLANDO CEFERINO,2020|2021|2022,3,2020,2022,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-vidal-claudio-orlando,Claudio Orlando Vidal,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Santa Cruz,Por Santa Cruz,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,nombre_compatible_unico_en_oa,VIDAL CLAUDIO ORLANDO,2021|2022,2,2021,2022,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-poggi-claudio-javier,Claudio Javier Poggi,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,San Luis,Ahora San Luis,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,nombre_compatible_unico_en_oa,POGGI CLAUDIO JAVIER,2017|2018|2019|2020|2021|2022|2023,7,2017,2023,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-orrego-marcelo-humberto,Marcelo Humberto Orrego,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,San Juan,Unidos por San Juan,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,sin_nombre_compatible_oa_2017_2024,,,0,,,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-weretilneck-alberto-edgardo,Alberto Edgardo Weretilneck,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Río Negro,Juntos Somos Río Negro,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,nombre_compatible_unico_en_oa,WERETILNECK ALBERTO EDGARDO,2018|2019|2020|2021|2022|2023,6,2018,2023,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
gov-saenz-gustavo-adolfo,Gustavo Adolfo Sáenz,Provincial/CABA,Ejecutivo,Gobernaciones,Gobernador/a,Salta,Identidad Salteña,,,activo_al_2026-09-01,https://cfi.org.ar/quienes_somos,sources/active_roster/cfi_gobernadores_2026-09-01.html,Régimen provincial o de CABA · heterogéneo,ruta_provincial_por_relevar,No existe un repositorio federal único.,,sin_nombre_compatible_oa_2017_2024,,,0,,,,Una coincidencia nominal en OA puede corresponder a un cargo nacional previo y no sustituye la DDJJ del cargo provincial actual.
prov-ba-dip-abonjo-gaston-andres,Abonjo Gastón Andrés,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,LA LIBERTAD AVANZA,2023,2027,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito MAR DEL PLATA · sección QUINTA,,sin_nombre_compatible_oa_2017_2024,,,0,,,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-acerbo-esteban-alejandro,Acerbo Esteban Alejandro,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,UNIÓN POR LA PATRIA,2025,2029,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito DAIREAUX · sección SEXTA,,sin_nombre_compatible_oa_2017_2024,,,0,,,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-adorni-francisco-jorge,Adorni Francisco Jorge,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,LA LIBERTAD AVANZA,2025,2029,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito LA PLATA · sección OCTAVA,,nombre_compatible_unico_en_oa,ADORNI FRANCISCO JORGE,2024,1,2024,2024,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-alessi-blanca-elida,Alessi Blanca Elida,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,UNIÓN Y LIBERTAD,2023,2027,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito  · sección CUARTA,,sin_nombre_compatible_oa_2017_2024,,,0,,,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-alonso-soledad-antonia,Alonso Soledad Antonia,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,UNIÓN POR LA PATRIA,2023,2027,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito CAMPANA · sección PRIMERA,,sin_nombre_compatible_oa_2017_2024,,,0,,,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-alvado-maite-milagros,Alvado Maite Milagros,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,UNIÓN POR LA PATRIA,2025,2029,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito BAHÍA BLANCA · sección SEXTA,,nombre_compatible_unico_en_oa,ALVADO MAITE MILAGROS,2018,1,2018,2018,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-archanco-juan-ariel,Archanco Juan Ariel,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,UNIÓN POR LA PATRIA,2025,2029,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito LA PLATA · sección OCTAVA,,sin_nombre_compatible_oa_2017_2024,,,0,,,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-balor-ana-luz,Balor Ana Luz,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,UNIÓN POR LA PATRIA,2023,2027,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito TRES DE FEBRERO · sección PRIMERA,,nombre_compatible_unico_en_oa,BALOR ANA LUZ,2022|2023|2024,3,2022,2024,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-barreiro-romina-melisa,Barreiro Romina Melisa,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,UNIÓN POR LA PATRIA,2023,2027,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito AVELLANEDA · sección TERCERA,,sin_nombre_compatible_oa_2017_2024,,,0,,,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-basualdo-marcela-maria-amelia,Basualdo Marcela María Amelia,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,UNIÓN POR LA PATRIA,2023,2027,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito sAN MIGUEL DEL MONTE · sección QUINTA,,nombre_compatible_unico_en_oa,BASUALDO MARCELA MARIA AMELIA,2020|2021|2022|2023,4,2020,2023,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-blanco-natalia-miriam,Blanco Natalia Miriam,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,PRO,2025,2029,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito ZARATE · sección SEGUNDA,,nombre_compatible_unico_en_oa,BLANCO NATALIA MIRIAM,2018|2019|2020|2021|2022|2023|2024,7,2018,2024,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-bondarenko-maximiliano-ivan,Bondarenko Maximiliano Iván,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,LA LIBERTAD AVANZA,2025,2029,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito FLORENCIO VARELA · sección TERCERA,,sin_nombre_compatible_oa_2017_2024,,,0,,,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-bontempo-leticia-ines,Bontempo Leticia Inés,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,PRO,2025,2029,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito ALMIRANTE BROWN · sección TERCERA,,nombre_compatible_unico_en_oa,BONTEMPO LETICIA INES,2017|2018|2020,3,2017,2020,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-braga-romina-natali,Braga Romina Natalí,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,COALICION CIVICA,2023,2027,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito tandil · sección QUINTA,,sin_nombre_compatible_oa_2017_2024,,,0,,,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-bugallo-di-prinzio-luciano-david,Bugallo Di Prinzio Luciano David,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,COALICION CIVICA,2023,2027,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito GRAL. ARENALES · sección CUARTA,,sin_nombre_compatible_oa_2017_2024,,,0,,,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-bustos-maria-paula,Bustos María Paula,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,PRO,2025,2029,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito PERGAMINO · sección SEGUNDA,,sin_nombre_compatible_oa_2017_2024,,,0,,,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-calvella-geraldine,Calvella Geraldine,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,LA LIBERTAD AVANZA,2023,2027,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito  · sección QUINTA,,sin_nombre_compatible_oa_2017_2024,,,0,,,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-carrizo-jazmin-ailen,Carrizo Jazmín Ailén,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,LA LIBERTAD AVANZA,2023,2027,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito  · sección PRIMERA,,sin_nombre_compatible_oa_2017_2024,,,0,,,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-cascallares-mariano,Cascallares Mariano,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,UNIÓN POR LA PATRIA,2025,2029,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito ALMIRANTE BROWN · sección TERCERA,,sin_nombre_compatible_oa_2017_2024,,,0,,,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
prov-ba-dip-castillo-christian-presidente-de-bloque,Castillo Christian Presidente De Bloque,Provincial,Legislativo,Legislaturas provinciales,Diputado/a provincial,Buenos Aires,PTS - FIT,2025,2029,activo_al_2026-09-01,https://www.hcdiputados-ba.gov.ar/index.php?page=diputados&search=seccionBloques,sources/subnational_roster/buenos_aires_diputados_vigentes_2026-09-01.html,Régimen provincial · ruta documental por relevar,ruta_provincial_por_relevar,Distrito BERISSO · sección TERCERA,,sin_nombre_compatible_oa_2017_2024,,,0,,,,El orden oficial Apellido y Nombre se preserva. El cruce OA exige coincidencia nominal exacta para evitar dividir apellidos compuestos por inferencia.
