fecha,banco_real,banco_promedio_historico,banco_brecha_tecnica_pp,monto_personales,impacto_banco_nominal,impacto_hogar_banco_nominal,impacto_hogar_banco_constante,pf_real,pf_promedio_historico,pf_brecha_pp,monto_pf,impacto_hogar_pf_nominal,impacto_hogar_pf_constante,impacto_hogar_total_nominal,impacto_hogar_total,fintech_tna,fintech_real,fintech_promedio_historico,fintech_brecha_tecnica_pp,stock_fintech_constante_feb_2026,stock_fintech_constante_jul_2026,impacto_costo_fintech_constante,impacto_hogar_fintech_constante,impacto_hogar_total_ampliado,fintech_tasa_metodo,fintech_stock_metodo,fintech_tasa_observada,ipc,ipc_ref,factor_ipc,periodo_referencia,ventana
2025-10,4.488727,1.069151,3.419576,1174875096000.0,40175744175.58328,-40175744175.58328,-50519060842.305664,1.430771,-0.528703,1.959474,49152183864000.0,963124389165.3297,1211082473103.8193,922948644989.7465,1160563412261.5137,157.211412,10.512804,6.986491,3.526313,3448898333333.3335,3887233772622.96,137076040450.04572,-137076040450.04572,1023487371811.468,TNA oficial mensual,interpolado entre cortes oficiales,True,9603.8623,12076.3937,1.257452,2026-07,post_shock
2025-11,3.883015,1.069151,2.813864,1017799027000.0,28639478128.477917,-28639478128.477917,-35143687459.35976,0.15484,-0.528703,0.683543,40481190339000.0,276706446583.6157,339548256888.6264,248066968455.13782,304404569429.26666,158.531034,10.478866,6.986491,3.492375,3511563500000.0,3957863326959.0195,138223432746.24774,-138223432746.24774,166181136683.01892,TNA oficial mensual,interpolado entre cortes oficiales,True,9841.3581,12076.3937,1.227106,2026-07,post_shock
2025-12,2.945993,1.069151,1.876842,1157268458000.0,21720097874.807816,-21720097874.807816,-25915504943.051693,-0.669724,-0.528703,-0.141021,49038504009000.0,-69154463111.70255,-82512189444.78494,-90874560986.51036,-108427694387.83664,151.601562,9.517396,6.986491,2.530905,3574228666666.6665,4028492881295.0796,101957328604.67049,-101957328604.67049,-210385022992.50714,TNA oficial mensual,interpolado entre cortes oficiales,True,10121.3715,12076.3937,1.193158,2026-07,post_shock
2026-01,2.760499,1.069151,1.691348,1389006969000.0,23492938472.176537,-23492938472.176537,-27245667172.646183,-0.374658,-0.528703,0.154045,54596146176000.0,84102773241.2151,97537231059.47363,60609834769.03857,70291563886.82745,146.867137,9.095219,6.986491,2.108728,3636893833333.3335,4099122435631.1396,86439355984.69545,-86439355984.69545,-16147792097.867996,TNA oficial mensual,interpolado entre cortes oficiales,True,10413.0309,12076.3937,1.159739,2026-07,post_shock
2026-02,2.828426,1.069151,1.759275,1316441842000.0,23159829260.864857,-23159829260.864857,-26103312353.659397,-0.408062,-0.528703,0.120641,48860939177000.0,58946450804.468376,66438210755.23749,35786621543.603516,40334898401.578094,144.242604,8.867079,6.986491,1.880588,3699559000000.0,4169751989967.199,78415867468.05112,-78415867468.05112,-38080969066.47302,TNA oficial mensual,corte oficial,True,10714.6255,12076.3937,1.127094,2026-07,post_shock
2026-03,2.322966,1.069151,1.253815,1416557341000.0,17761005245.352013,-17761005245.352013,-19363339763.435806,-1.100731,-0.528703,-0.572028,55353144114000.0,-316635341408.75885,-345201052086.4962,-334396346654.11084,-364564391849.932,144.242604,8.354978,6.986491,1.368487,3699559000000.0,4169751989967.199,57062503252.788635,-57062503252.788635,-421626895102.72064,TNA 2026-02 conservada,último corte conservado,False,11077.0608,12076.3937,1.090216,2026-07,post_shock
2026-04,2.997907,1.069151,1.928756,1359139094000.0,26214473773.048656,-26214473773.048656,-27860053451.802166,-0.702399,-0.528703,-0.173696,59701478270000.0,-103698926752.6246,-110208492729.42134,-129913400525.67326,-138068546181.2235,144.242604,9.200465,6.986491,2.213974,3699559000000.0,4169751989967.199,92317232152.26117,-92317232152.26117,-230385778333.48468,TNA 2026-02 conservada,último corte conservado,False,11363.0904,12076.3937,1.062774,2026-07,post_shock
2026-05,3.381492,1.069151,2.312341,1161093829000.0,26848446050.161644,-26848446050.161644,-27933265047.68783,-0.391688,-0.528703,0.137015,56982141589000.0,78074227275.0068,81228838339.15793,51225781224.84516,53295573291.47009,144.242604,9.662504,6.986491,2.676013,3699559000000.0,4169751989967.199,111583095823.41223,-111583095823.41223,-58287522531.94214,TNA 2026-02 conservada,último corte conservado,False,11607.3937,12076.3937,1.040405,2026-07,post_shock
2026-06,3.601833,1.069151,2.532682,1138749779000.0,28840908121.652607,-28840908121.652607,-29450539285.162838,-0.173192,-0.528703,0.355511,58104714877000.0,206568801759.01794,210935196132.9427,177727893637.36533,181484656847.77985,144.242604,9.945683,6.986491,2.959193,3699559000000.0,4169751989967.199,123390989442.73453,-123390989442.73453,58093667405.04532,TNA 2026-02 conservada,último corte conservado,False,11826.4103,12076.3937,1.021138,2026-07,post_shock
2026-07,3.292465,1.069151,2.223314,1127394352000.0,25065513932.594315,-25065513932.594315,-25065513932.594315,-0.374889,-0.528703,0.153814,59461780402000.0,91460695236.70892,91460695236.70892,66395181304.11461,66395181304.11461,144.242604,9.70138,6.986491,2.714889,3699559000000.0,4169751989967.199,113204127604.45935,-113204127604.45935,-46808946300.34474,TNA 2026-02 conservada,último corte conservado,False,12076.3937,12076.3937,1.0,2026-07,post_shock
