"codigo_entidad","entidad","fecha_informacion","producto","nombre_corto","denominacion","beneficiario","tipo_tasa","monto_minimo","monto_maximo","plazo_maximo_meses","ingreso_minimo","relacion_cuota_ingreso_pct","tea_max_pct","cftea_max_pct","brecha_cftea_tea_pp","cftea_real_vs_ipc_jul2026_pct","cuota_inicial_cada_10k","territorio","mas_informacion","fuente_corte","fuente_url"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Clientes con cuenta en la entidad","Fija","200000","10000000","60","15000","30","103,18","136,71","33,53","76,87935","74476","11","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Clientes con cuenta en la entidad","Fija","200000","10000000","60","15000","30","103,18","137,14","33,96","77,200664","74476","2","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Clientes con cuenta en la entidad","Fija","200000","10000000","60","15000","30","103,18","136,71","33,53","76,87935","74476","1","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Clientes con cuenta en la entidad","Fija","200000","10000000","60","15000","30","103,18","137,14","33,96","77,200664","74476","4","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Clientes con cuenta en la entidad","Fija","200000","10000000","60","15000","30","103,18","136,71","33,53","76,87935","74476","16","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Clientes que acrediten sueldos en la entidad","Fija","200000","10000000","60","5000","30","103,18","137,14","33,96","77,200664","74476","4","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Clientes que acrediten sueldos en la entidad","Fija","200000","10000000","60","5000","30","103,18","137,14","33,96","77,200664","74476","2","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Clientes que acrediten sueldos en la entidad","Fija","200000","10000000","60","5000","30","103,18","136,71","33,53","76,87935","74476","16","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Clientes que acrediten sueldos en la entidad","Fija","200000","10000000","60","5000","30","103,18","134,59","31,41","75,2952","74476","15","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Clientes que acrediten sueldos en la entidad","Fija","200000","10000000","60","5000","30","103,18","136,71","33,53","76,87935","74476","11","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Clientes que acrediten sueldos en la entidad","Fija","200000","10000000","60","5000","30","103,18","136,71","33,53","76,87935","74476","1","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Empleados públicos","Fija","200000","10000000","60","5000","30","103,18","136,71","33,53","76,87935","74476","11","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Empleados públicos","Fija","200000","10000000","60","5000","30","103,18","137,14","33,96","77,200664","74476","2","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Empleados públicos","Fija","200000","10000000","60","5000","30","103,18","137,14","33,96","77,200664","74476","4","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Empleados públicos","Fija","200000","10000000","60","5000","30","103,18","136,71","33,53","76,87935","74476","1","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Empleados públicos","Fija","200000","10000000","60","5000","30","103,18","136,71","33,53","76,87935","74476","16","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Empleados públicos","Fija","200000","10000000","60","5000","30","103,18","134,59","31,41","75,2952","74476","15","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas en relación de dependencia","Fija","200000","10000000","60","5000","30","103,18","136,71","33,53","76,87935","74476","16","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas en relación de dependencia","Fija","200000","10000000","60","5000","30","103,18","137,14","33,96","77,200664","74476","4","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas en relación de dependencia","Fija","200000","10000000","60","5000","30","103,18","136,71","33,53","76,87935","74476","11","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas en relación de dependencia","Fija","200000","10000000","60","5000","30","103,18","137,14","33,96","77,200664","74476","2","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas en relación de dependencia","Fija","200000","10000000","60","5000","30","103,18","134,59","31,41","75,2952","74476","15","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas en relación de dependencia","Fija","200000","10000000","60","5000","30","103,18","136,71","33,53","76,87935","74476","1","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas Monotributistas","Fija","200000","10000000","60","15000","30","103,18","137,14","33,96","77,200664","74476","4","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas Monotributistas","Fija","200000","10000000","60","15000","30","103,18","137,14","33,96","77,200664","74476","2","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas Monotributistas","Fija","200000","10000000","60","15000","30","103,18","136,71","33,53","76,87935","74476","11","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas Monotributistas","Fija","200000","10000000","60","15000","30","103,18","134,59","31,41","75,2952","74476","15","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas Monotributistas","Fija","200000","10000000","60","15000","30","103,18","136,71","33,53","76,87935","74476","16","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas Monotributistas","Fija","200000","10000000","60","15000","30","103,18","136,71","33,53","76,87935","74476","1","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas Responsables Inscriptos","Fija","200000","10000000","60","15000","30","103,18","136,71","33,53","76,87935","74476","1","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas Responsables Inscriptos","Fija","200000","10000000","60","15000","30","103,18","136,71","33,53","76,87935","74476","16","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas Responsables Inscriptos","Fija","200000","10000000","60","15000","30","103,18","137,14","33,96","77,200664","74476","4","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas Responsables Inscriptos","Fija","200000","10000000","60","15000","30","103,18","134,59","31,41","75,2952","74476","15","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas Responsables Inscriptos","Fija","200000","10000000","60","15000","30","103,18","136,71","33,53","76,87935","74476","11","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"93","BANCO DE LA PAMPA SA","2026-07-27","PRESTAMO PERSONAL","PREST PERS","Pesos","Personas humanas Responsables Inscriptos","Fija","200000","10000000","60","15000","30","103,18","137,14","33,96","77,200664","74476","2","EL CFT INCLUYE IVA E IMPUESTO A LOS SELLOS SEGUN JURISDICCION. MONTO MAX PODRA REDUCIRSE A 2.000.000 SI SE SOLICITA POR CANALES ELECTRONICOS.","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"94","BANCO DE CORRIENTES S.A.","2026-06-24","LINEA DE PRESTAMOS PERSONALES PARA ASALARIADOS Y JUBILADOS","ASALARIADOS","Pesos","Clientes que acrediten sueldos en la entidad","Fija","10000","15000000","60","10000","45","105,11","137,26","32,15","77,290332","75407","0",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D66 ADELANTO DE HABERES","D66","Pesos","Clientes que acrediten sueldos en la entidad","Fija","1500","750000","1","411990","20","171,27","231,18","59,91","147,471181","1103431","1",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D66 ADELANTO DE HABERES","D66","Pesos","Clientes que acrediten sueldos en la entidad","Fija","1500","750000","1","411990","20","171,27","231,18","59,91","147,471181","1103431","16",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D66 ADELANTO DE HABERES","D66","Pesos","Clientes que acrediten sueldos en la entidad","Fija","1500","750000","1","411990","20","171,27","231,18","59,91","147,471181","1103431","15",,"2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D69 PRESTAMO PERSONAL PARA LA ADQUISICION DE VEHICULOS","D69","Pesos","Clientes que acrediten sueldos en la entidad","Fija","1","25000000","72","411990","30","76,23","97,84","21,61","47,834103","59411","16","NO SE PERCIBIRA CARGO POR CANCELACION TOTAL ANTICIPADA TRANSCURRIDOS 180 DIAS CORRIDOS O UN CUARTO DEL PLAZO DEL PRESTAMO, DE AMBOS EL MAYOR","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D69 PRESTAMO PERSONAL PARA LA ADQUISICION DE VEHICULOS","D69","Pesos","Clientes que acrediten sueldos en la entidad","Fija","1","25000000","72","411990","30","76,23","97,84","21,61","47,834103","59411","15","NO SE PERCIBIRA CARGO POR CANCELACION TOTAL ANTICIPADA TRANSCURRIDOS 180 DIAS CORRIDOS O UN CUARTO DEL PLAZO DEL PRESTAMO, DE AMBOS EL MAYOR","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D69 PRESTAMO PERSONAL PARA LA ADQUISICION DE VEHICULOS","D69","Pesos","Clientes que acrediten sueldos en la entidad","Fija","1","25000000","72","411990","30","76,23","97,84","21,61","47,834103","59411","1","NO SE PERCIBIRA CARGO POR CANCELACION TOTAL ANTICIPADA TRANSCURRIDOS 180 DIAS CORRIDOS O UN CUARTO DEL PLAZO DEL PRESTAMO, DE AMBOS EL MAYOR","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D70 PRESTAMOS PERSONALES","D70","Pesos","Todos los beneficiarios","Fija","1","15000000","72","411990","30","184,03","249,8","65,77","161,384803","108590","16","NO SE PERCIBIRA CARGO POR CANCELACION TOTAL ANTICIPADA TRANSCURRIDOS 180 DIAS CORRIDOS O UN CUARTO DEL PLAZO DEL PRESTAMO, DE AMBOS EL MAYOR","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D70 PRESTAMOS PERSONALES","D70","Pesos","Todos los beneficiarios","Fija","1","15000000","72","411990","30","184,03","249,8","65,77","161,384803","108590","15","NO SE PERCIBIRA CARGO POR CANCELACION TOTAL ANTICIPADA TRANSCURRIDOS 180 DIAS CORRIDOS O UN CUARTO DEL PLAZO DEL PRESTAMO, DE AMBOS EL MAYOR","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D70 PRESTAMOS PERSONALES","D70","Pesos","Todos los beneficiarios","Fija","1","15000000","72","411990","30","184,03","249,8","65,77","161,384803","108590","1","NO SE PERCIBIRA CARGO POR CANCELACION TOTAL ANTICIPADA TRANSCURRIDOS 180 DIAS CORRIDOS O UN CUARTO DEL PLAZO DEL PRESTAMO, DE AMBOS EL MAYOR","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D70 PRESTAMOS PERSONALES - CANALES ELECTRONICO","D70","Pesos","Clientes que acrediten sueldos en la entidad","Fija","1","15000000","72","411990","30","163,86","220,45","56,59","139,453288","100714","15","NO SE PERCIBIRA CARGO POR CANCELACION TOTAL ANTICIPADA TRANSCURRIDOS 180 DIAS CORRIDOS O UN CUARTO DEL PLAZO DEL PRESTAMO, DE AMBOS EL MAYOR","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D70 PRESTAMOS PERSONALES - CANALES ELECTRONICO","D70","Pesos","Clientes que acrediten sueldos en la entidad","Fija","1","15000000","72","411990","30","163,86","220,45","56,59","139,453288","100714","16","NO SE PERCIBIRA CARGO POR CANCELACION TOTAL ANTICIPADA TRANSCURRIDOS 180 DIAS CORRIDOS O UN CUARTO DEL PLAZO DEL PRESTAMO, DE AMBOS EL MAYOR","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D70 PRESTAMOS PERSONALES - CANALES ELECTRONICO","D70","Pesos","Clientes que acrediten sueldos en la entidad","Fija","1","15000000","72","411990","30","163,86","220,45","56,59","139,453288","100714","1","NO SE PERCIBIRA CARGO POR CANCELACION TOTAL ANTICIPADA TRANSCURRIDOS 180 DIAS CORRIDOS O UN CUARTO DEL PLAZO DEL PRESTAMO, DE AMBOS EL MAYOR","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D75 PRESTAMO PERSONAL CONEXION DE AGUA","D75","Pesos","Todos los beneficiarios","Fija","1","3000000","60","411990","30","45,38","57,04","11,66","17,346682","43652","1","NO SE PERCIBIRA CARGO POR CANCELACION TOTAL ANTICIPADA TRANSCURRIDOS 180 DIAS CORRIDOS O UN CUARTO DEL PLAZO DEL PRESTAMO, DE AMBOS EL MAYOR","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D75 PRESTAMO PERSONAL CONEXION DE AGUA","D75","Pesos","Todos los beneficiarios","Fija","1","3000000","60","411990","30","45,38","57,04","11,66","17,346682","43652","15","NO SE PERCIBIRA CARGO POR CANCELACION TOTAL ANTICIPADA TRANSCURRIDOS 180 DIAS CORRIDOS O UN CUARTO DEL PLAZO DEL PRESTAMO, DE AMBOS EL MAYOR","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D75 PRESTAMO PERSONAL CONEXION DE AGUA","D75","Pesos","Todos los beneficiarios","Fija","1","3000000","60","411990","30","45,38","57,04","11,66","17,346682","43652","16","NO SE PERCIBIRA CARGO POR CANCELACION TOTAL ANTICIPADA TRANSCURRIDOS 180 DIAS CORRIDOS O UN CUARTO DEL PLAZO DEL PRESTAMO, DE AMBOS EL MAYOR","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D75 PRESTAMO PERSONAL CONEXION GAS","D75","Pesos","Todos los beneficiarios","Fija","1","3000000","60","411990","30","45,38","57,04","11,66","17,346682","43652","16","NO SE PERCIBIRA CARGO POR CANCELACION TOTAL ANTICIPADA TRANSCURRIDOS 180 DIAS CORRIDOS O UN CUARTO DEL PLAZO DEL PRESTAMO, DE AMBOS EL MAYOR","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D75 PRESTAMO PERSONAL CONEXION GAS","D75","Pesos","Todos los beneficiarios","Fija","1","3000000","60","411990","30","45,38","57,04","11,66","17,346682","43652","1","NO SE PERCIBIRA CARGO POR CANCELACION TOTAL ANTICIPADA TRANSCURRIDOS 180 DIAS CORRIDOS O UN CUARTO DEL PLAZO DEL PRESTAMO, DE AMBOS EL MAYOR","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
"97","BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA","2026-07-08","D75 PRESTAMO PERSONAL CONEXION GAS","D75","Pesos","Todos los beneficiarios","Fija","1","3000000","60","411990","30","45,38","57,04","11,66","17,346682","43652","15","NO SE PERCIBIRA CARGO POR CANCELACION TOTAL ANTICIPADA TRANSCURRIDOS 180 DIAS CORRIDOS O UN CUARTO DEL PLAZO DEL PRESTAMO, DE AMBOS EL MAYOR","2026-08-30","https://api.bcra.gob.ar/transparencia/v1.0/Prestamos/Personales"
